0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
0.0057521	0.0146458	0.0372912	0.0477984	0.0560331	0.1168803	0.0988609	0.0793616	0.0872261	0.0826859	0.1086309	0.0479638	0.0323324	0.0470595	0.0588203	0.0786576
0.0483002	0.0639826	0.0794763	0.1002390	0.1335848	0.1458055	0.0957512	0.0566990	0.0376198	0.0317925	0.0371645	0.0329008	0.0402267	0.0389956	0.0287737	0.0286878
0.0000001	0.0000001	0.0000001	0.0000004	0.0000030	0.0000338	0.0003955	0.0046377	0.0544009	0.0544014	0.0046437	0.0004662	0.0008639	0.0097406	0.1142272	0.7561854
0.0734595	0.0249453	0.0088921	0.0044098	0.0056658	0.0142944	0.0415241	0.0263982	0.0456239	0.0278289	0.0462471	0.0284558	0.0476936	0.1289943	0.1853729	0.2901943
0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000005	0.0000217	0.0011017	0.0561570	0.9427180
0.0184261	0.0397965	0.0184446	0.0085800	0.0040589	0.0020656	0.0013587	0.0014979	0.0025699	0.0052423	0.0111796	0.0240796	0.0519763	0.1122440	0.2424177	0.4560623
0.0185113	0.0626197	0.1098226	0.0353326	0.0201447	0.0387675	0.0204512	0.0364600	0.0116569	0.0064185	0.0119529	0.0375488	0.0241601	0.0513217	0.1646216	0.3502100
0.0000020	0.0000139	0.0001006	0.0007302	0.0053070	0.0385729	0.0678744	0.0391266	0.0094075	0.0305450	0.0043194	0.0014438	0.0063730	0.0457543	0.1199942	0.6304351
0.0734501	0.1331478	0.1500871	0.1713040	0.1425966	0.1127462	0.0601515	0.0510855	0.0442099	0.0345489	0.0151116	0.0066098	0.0028912	0.0012646	0.0005532	0.0002420
0.0732498	0.0867515	0.1107646	0.1295085	0.1508382	0.1320041	0.0909574	0.0621848	0.0336284	0.0191649	0.0127330	0.0116371	0.0154182	0.0256606	0.0208125	0.0246866
0.0183257	0.0441337	0.0331425	0.0494451	0.0333228	0.0446428	0.0195828	0.0106498	0.0104873	0.0189612	0.0430501	0.0294476	0.0400959	0.0837645	0.1964157	0.3245325
0.0118215	0.0190186	0.0305974	0.0492257	0.0542062	0.0716754	0.0806691	0.0832593	0.0800429	0.0952679	0.1324419	0.1001735	0.0659953	0.0470221	0.0388823	0.0397008
0.0005114	0.0015868	0.0049239	0.0152796	0.0474153	0.0736722	0.0580122	0.0515788	0.0452015	0.1032558	0.1615626	0.0828367	0.1221888	0.1153153	0.0524185	0.0642406
0.0003122	0.0009569	0.0029330	0.0089905	0.0275589	0.0211111	0.0440413	0.0648919	0.1126785	0.0637996	0.1037038	0.0978203	0.1646958	0.0805589	0.1085272	0.0974200
0.0000001	0.0000002	0.0000011	0.0000080	0.0000607	0.0004662	0.0035835	0.0275520	0.0040508	0.0041201	0.0281632	0.0082932	0.0366793	0.0707063	0.1005822	0.7157331
0.0002466	0.0008946	0.0032465	0.0117818	0.0427586	0.0645344	0.0279411	0.0445689	0.0554440	0.0812810	0.0806475	0.0523365	0.0330683	0.0767871	0.1761213	0.2483419
0.0001746	0.0005177	0.0015352	0.0045533	0.0135049	0.0400553	0.0449139	0.0344121	0.0687545	0.0449145	0.0796047	0.0702521	0.1524485	0.1377488	0.1547769	0.1518331
0.0003888	0.0013559	0.0047298	0.0164993	0.0575568	0.1219598	0.0875591	0.1297613	0.0870082	0.1198802	0.1290810	0.0521190	0.0676737	0.0457087	0.0260575	0.0526611
0.0001416	0.0003745	0.0009904	0.0026198	0.0069300	0.0183318	0.0484929	0.0627259	0.0755958	0.1002726	0.1620092	0.1273248	0.2229362	0.0878175	0.0425653	0.0408717
0.0059509	0.0114966	0.0222103	0.0429082	0.0828949	0.0988491	0.0979429	0.1104172	0.1418795	0.1145286	0.1080140	0.0581106	0.0343299	0.0259816	0.0293129	0.0151730
0.0000001	0.0000001	0.0000001	0.0000001	0.0000002	0.0000012	0.0000093	0.0000810	0.0007115	0.0062547	0.0549901	0.0185372	0.1100958	0.0320774	0.1755742	0.6016670
0.0000159	0.0000570	0.0002047	0.0007360	0.0026473	0.0095222	0.0342517	0.0204166	0.0448636	0.0506442	0.0485970	0.0348834	0.0865783	0.0950356	0.1789021	0.3926443
0.0000110	0.0000571	0.0002971	0.0015480	0.0080671	0.0420424	0.0421652	0.0088536	0.0056747	0.0218095	0.1121728	0.0534858	0.1768376	0.1942821	0.1651922	0.1675038
0.0411688	0.0074949	0.0083277	0.0475015	0.0473724	0.0073458	0.0011394	0.0001781	0.0000362	0.0000603	0.0003616	0.0023270	0.0150053	0.0967689	0.1080579	0.6168543
0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000007	0.0000276	0.0012921	0.0606927	0.9379858
0.1643336	0.1208389	0.1614653	0.1275502	0.0577986	0.0282830	0.0184565	0.0214782	0.0394517	0.0225743	0.0214118	0.0351550	0.0733710	0.0380341	0.0291742	0.0406236
0.0002645	0.0008764	0.0029042	0.0096243	0.0318952	0.0096848	0.0031229	0.0016068	0.0026868	0.0081080	0.0266299	0.0881802	0.1001773	0.0820064	0.1963415	0.4358908
0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000004	0.0000033	0.0000346	0.0003745	0.0040599	0.0440291	0.0183471	0.1566357	0.7765146
0.0285310	0.0285236	0.0342353	0.0308518	0.0336541	0.0432042	0.0454575	0.0568250	0.0795861	0.0863858	0.0945466	0.0897455	0.1029386	0.0888930	0.0767114	0.0799106
0.0002039	0.0008246	0.0033357	0.0134948	0.0545956	0.0926502	0.0866865	0.0230307	0.0121808	0.0292596	0.1134267	0.0729868	0.0716696	0.1064546	0.1288730	0.1903271
0.0002132	0.0007573	0.0026905	0.0095594	0.0339657	0.0346895	0.0130586	0.0153850	0.0459366	0.0747675	0.1547709	0.0887381	0.0995082	0.1208443	0.1058941	0.1992211
0.0106315	0.0175689	0.0290332	0.0345161	0.0488927	0.0624050	0.0785348	0.0879757	0.0931604	0.0954249	0.0953527	0.0794627	0.0840477	0.0699021	0.0603057	0.0527857
0.0002500	0.0008293	0.0027509	0.0091259	0.0302759	0.0091377	0.0027933	0.0009712	0.0007211	0.0016384	0.0052079	0.0172090	0.0570716	0.0980287	0.2063908	0.5575983
0.0000041	0.0000242	0.0001448	0.0008693	0.0052216	0.0313652	0.0111341	0.0373699	0.0422914	0.0464377	0.0671130	0.0133299	0.0151775	0.0803666	0.1264100	0.5227407
0.0000001	0.0000002	0.0000007	0.0000039	0.0000250	0.0001636	0.0010745	0.0070602	0.0463931	0.0612385	0.1217168	0.0262511	0.0547789	0.0984286	0.1197550	0.4631098
0.0000069	0.0000450	0.0002990	0.0019880	0.0132232	0.0879584	0.0133928	0.0031412	0.0079741	0.0510993	0.0537657	0.0287783	0.1419893	0.0795193	0.1130690	0.4037505
0.0000003	0.0000015	0.0000117	0.0000974	0.0008165	0.0068526	0.0575142	0.1927034	0.1327236	0.0670126	0.1476854	0.0300402	0.1080258	0.0194403	0.0574558	0.1796187
0.0007188	0.0020127	0.0056360	0.0157826	0.0441969	0.0799766	0.0769542	0.0754218	0.0736058	0.0694042	0.1017447	0.0766880	0.0966042	0.0969638	0.0781834	0.1061065
0.0004939	0.0013358	0.0036133	0.0097739	0.0264385	0.0183083	0.0298540	0.0734838	0.1428788	0.0997854	0.1107236	0.0810326	0.0852193	0.0745754	0.0908697	0.1516138
0.0000019	0.0000276	0.0004176	0.0063506	0.0965858	0.0529301	0.0038863	0.0064305	0.0943378	0.0185125	0.1884357	0.0277107	0.2348401	0.0193067	0.0600657	0.1901605
0.0025005	0.0059431	0.0141256	0.0335737	0.0797984	0.1404859	0.1164966	0.0870585	0.0778733	0.0816155	0.1012697	0.0541507	0.0502193	0.0371599	0.0537372	0.0639922
0.0002950	0.0010251	0.0035633	0.0123870	0.0430613	0.0134790	0.0076738	0.0154053	0.0503119	0.0377520	0.0917875	0.0353026	0.0410922	0.1193693	0.1357810	0.3917138
0.0000001	0.0000001	0.0000001	0.0000001	0.0000001	0.0000006	0.0000068	0.0000836	0.0010370	0.0128818	0.1600267	0.0655393	0.0186166	0.1672282	0.1498474	0.4247314
0.0002890	0.0013433	0.0062448	0.0290329	0.0063126	0.0016734	0.0018269	0.0072131	0.0332597	0.0259045	0.0927476	0.0392463	0.0981582	0.0522233	0.1558721	0.4486522
0.3303387	0.1922480	0.1283124	0.0723991	0.0290230	0.0156673	0.0185170	0.0405200	0.0420857	0.0248335	0.0332682	0.0137644	0.0084978	0.0120211	0.0279783	0.0105255
0.0931326	0.0179858	0.0056055	0.0127871	0.0645930	0.0246651	0.0708131	0.0469344	0.0282724	0.1082753	0.0904120	0.0709184	0.1403405	0.0652229	0.0591451	0.1008968
0.0327962	0.0121102	0.0044730	0.0016553	0.0006210	0.0002557	0.0001657	0.0002541	0.0006163	0.0016423	0.0044379	0.0120151	0.0325385	0.0881222	0.2386579	0.5696386
0.0003090	0.0009501	0.0029217	0.0089851	0.0276324	0.0149416	0.0231774	0.0638745	0.0539537	0.0495593	0.0445368	0.0318519	0.0637774	0.1149880	0.1871684	0.3113728
0.0073159	0.0228107	0.0073387	0.0024249	0.0009995	0.0010121	0.0024806	0.0075178	0.0233707	0.0090626	0.0077927	0.0177343	0.0531902	0.1013871	0.2316668	0.5038956
0.0003531	0.0006771	0.0012987	0.0024912	0.0047785	0.0091662	0.0175828	0.0337277	0.0646975	0.0419760	0.0377047	0.0500064	0.0842880	0.1556180	0.2132203	0.2824138
0.0000001	0.0000001	0.0000001	0.0000002	0.0000017	0.0000258	0.0004033	0.0063353	0.0995442	0.0067904	0.0075830	0.1128417	0.2153322	0.1696834	0.1256802	0.2557784
0.0001640	0.0006109	0.0022771	0.0084882	0.0316421	0.0126851	0.0190480	0.0634313	0.0238864	0.0320196	0.1040655	0.0680211	0.1677499	0.1812358	0.1353972	0.1492779
0.0000005	0.0000015	0.0000045	0.0000142	0.0000456	0.0001474	0.0004773	0.0015458	0.0050067	0.0162167	0.0525265	0.0419830	0.0964199	0.1719409	0.2572834	0.3563862
0.6234761	0.2090756	0.1013102	0.0160822	0.0076818	0.0359784	0.0054297	0.0008195	0.0001238	0.0000188	0.0000029	0.0000005	0.0000002	0.0000001	0.0000001	0.0000001
0.0246579	0.0380740	0.0587896	0.0744636	0.0717883	0.0828763	0.0935405	0.0895130	0.1026468	0.0865219	0.0706722	0.0520591	0.0434268	0.0431203	0.0347681	0.0330815
0.0306877	0.0522619	0.0560146	0.0760236	0.0851071	0.0859013	0.0951310	0.0989805	0.0820727	0.0724892	0.0839433	0.0537815	0.0392281	0.0360591	0.0268607	0.0254577
0.0324813	0.0404366	0.0637739	0.1113705	0.1053988	0.1203338	0.1042967	0.1279338	0.1043032	0.0627891	0.0451599	0.0255226	0.0155940	0.0115973	0.0120122	0.0169964
0.0017238	0.0047945	0.0133354	0.0370913	0.0148235	0.0094686	0.0149168	0.0373842	0.0141622	0.0070985	0.0081337	0.0184490	0.0498135	0.1380130	0.2069928	0.4237990
0.0758254	0.0698883	0.0721934	0.0839282	0.0833737	0.0980091	0.1076099	0.0893572	0.1171423	0.0664550	0.0500062	0.0315560	0.0293638	0.0145350	0.0071948	0.0035615
