workerid,rt,trial_type,actual_utterance,name,refexp,gender,num_objects,object,effect,actual_cause,object_level,targetpos,stimtype,slider_id,quantifier,actual_effect_question,cause,response,other_gender,slide_number_in_experiment
27,14873,cause_effect_prior,"""Some of the matches burnt.""",Betty,NA,F,15,matches,burnt,Betty threw  15 matches  into a fire.,object_high,NA,NA,none,Some,How many matches burnt?,threw __ into a fire,0,M,12
27,14873,cause_effect_prior,"""Some of the matches burnt.""",Betty,NA,F,15,matches,burnt,Betty threw  15 matches  into a fire.,object_high,NA,NA,lower_half,Some,How many matches burnt?,threw __ into a fire,0.99,M,12
27,14873,cause_effect_prior,"""Some of the matches burnt.""",Betty,NA,F,15,matches,burnt,Betty threw  15 matches  into a fire.,object_high,NA,NA,upper_half,Some,How many matches burnt?,threw __ into a fire,0.99,M,12
27,14873,cause_effect_prior,"""Some of the matches burnt.""",Betty,NA,F,15,matches,burnt,Betty threw  15 matches  into a fire.,object_high,NA,NA,all,Some,How many matches burnt?,threw __ into a fire,0.01,M,12
27,18650,cause_effect_prior,"""None of the pancakes landed flat.""",Timothy,NA,M,15,pancakes,landed flat,Timothy tossed  15 pancakes.,object_mid,NA,NA,none,None,How many pancakes landed flat?,tossed __,0.99,M,13
27,18650,cause_effect_prior,"""None of the pancakes landed flat.""",Timothy,NA,M,15,pancakes,landed flat,Timothy tossed  15 pancakes.,object_mid,NA,NA,lower_half,None,How many pancakes landed flat?,tossed __,0.02,M,13
27,18650,cause_effect_prior,"""None of the pancakes landed flat.""",Timothy,NA,M,15,pancakes,landed flat,Timothy tossed  15 pancakes.,object_mid,NA,NA,upper_half,None,How many pancakes landed flat?,tossed __,0.03,M,13
27,18650,cause_effect_prior,"""None of the pancakes landed flat.""",Timothy,NA,M,15,pancakes,landed flat,Timothy tossed  15 pancakes.,object_mid,NA,NA,all,None,How many pancakes landed flat?,tossed __,0.02,M,13
27,13836,cause_effect_prior,"""Some of the crayons melted.""",Jonathan,NA,M,15,crayons,melted,Jonathan left  15 crayons  in the hot sun.,object_mid,NA,NA,none,Some,How many crayons melted?,left __ in the hot sun,0,M,14
27,13836,cause_effect_prior,"""Some of the crayons melted.""",Jonathan,NA,M,15,crayons,melted,Jonathan left  15 crayons  in the hot sun.,object_mid,NA,NA,lower_half,Some,How many crayons melted?,left __ in the hot sun,0.98,M,14
27,13836,cause_effect_prior,"""Some of the crayons melted.""",Jonathan,NA,M,15,crayons,melted,Jonathan left  15 crayons  in the hot sun.,object_mid,NA,NA,upper_half,Some,How many crayons melted?,left __ in the hot sun,0.99,M,14
27,13836,cause_effect_prior,"""Some of the crayons melted.""",Jonathan,NA,M,15,crayons,melted,Jonathan left  15 crayons  in the hot sun.,object_mid,NA,NA,all,Some,How many crayons melted?,left __ in the hot sun,0,M,14
27,10934,cause_effect_prior,"""Some of the sunglasses broke.""",Larry,NA,M,15,sunglasses,broke,Larry ran  15 sunglasses  over with a car.,object_high,NA,NA,none,Some,How many sunglasses broke?,ran __ over with a car,0.02,M,15
27,10934,cause_effect_prior,"""Some of the sunglasses broke.""",Larry,NA,M,15,sunglasses,broke,Larry ran  15 sunglasses  over with a car.,object_high,NA,NA,lower_half,Some,How many sunglasses broke?,ran __ over with a car,0.97,M,15
27,10934,cause_effect_prior,"""Some of the sunglasses broke.""",Larry,NA,M,15,sunglasses,broke,Larry ran  15 sunglasses  over with a car.,object_high,NA,NA,upper_half,Some,How many sunglasses broke?,ran __ over with a car,0.98,M,15
27,10934,cause_effect_prior,"""Some of the sunglasses broke.""",Larry,NA,M,15,sunglasses,broke,Larry ran  15 sunglasses  over with a car.,object_high,NA,NA,all,Some,How many sunglasses broke?,ran __ over with a car,0,M,15
27,7480,cause_effect_prior,"""Some of the soda cans decomposed.""",Jessica,NA,F,15,soda cans,decomposed,Jessica put  15 soda cans  in a compost pile for a month.,object_low,NA,NA,none,Some,How many soda cans decomposed?,put __ in a compost pile for a month,0,M,16
27,7480,cause_effect_prior,"""Some of the soda cans decomposed.""",Jessica,NA,F,15,soda cans,decomposed,Jessica put  15 soda cans  in a compost pile for a month.,object_low,NA,NA,lower_half,Some,How many soda cans decomposed?,put __ in a compost pile for a month,0.99,M,16
27,7480,cause_effect_prior,"""Some of the soda cans decomposed.""",Jessica,NA,F,15,soda cans,decomposed,Jessica put  15 soda cans  in a compost pile for a month.,object_low,NA,NA,upper_half,Some,How many soda cans decomposed?,put __ in a compost pile for a month,0.98,M,16
27,7480,cause_effect_prior,"""Some of the soda cans decomposed.""",Jessica,NA,F,15,soda cans,decomposed,Jessica put  15 soda cans  in a compost pile for a month.,object_low,NA,NA,all,Some,How many soda cans decomposed?,put __ in a compost pile for a month,0.01,M,16
27,8799,cause_effect_prior,"""Some of the napkins blew away.""",Rachel,NA,F,15,napkins,blew away,Rachel left  15 napkins  on a table on a windy day.,object_high,NA,NA,none,Some,How many napkins blew away?,left __ on a table on a windy day,0.01,M,17
27,8799,cause_effect_prior,"""Some of the napkins blew away.""",Rachel,NA,F,15,napkins,blew away,Rachel left  15 napkins  on a table on a windy day.,object_high,NA,NA,lower_half,Some,How many napkins blew away?,left __ on a table on a windy day,1,M,17
27,8799,cause_effect_prior,"""Some of the napkins blew away.""",Rachel,NA,F,15,napkins,blew away,Rachel left  15 napkins  on a table on a windy day.,object_high,NA,NA,upper_half,Some,How many napkins blew away?,left __ on a table on a windy day,1,M,17
27,8799,cause_effect_prior,"""Some of the napkins blew away.""",Rachel,NA,F,15,napkins,blew away,Rachel left  15 napkins  on a table on a windy day.,object_high,NA,NA,all,Some,How many napkins blew away?,left __ on a table on a windy day,0.02,M,17
27,21114,cause_effect_prior,"""As usual.""",Thomas,NA,M,15,marbles,sank,Thomas threw  15 marbles  into a pool.,object_high,NA,NA,none,short_filler,How many marbles sank?,threw __ into a pool,0,M,18
27,21114,cause_effect_prior,"""As usual.""",Thomas,NA,M,15,marbles,sank,Thomas threw  15 marbles  into a pool.,object_high,NA,NA,lower_half,short_filler,How many marbles sank?,threw __ into a pool,0.01,M,18
27,21114,cause_effect_prior,"""As usual.""",Thomas,NA,M,15,marbles,sank,Thomas threw  15 marbles  into a pool.,object_high,NA,NA,upper_half,short_filler,How many marbles sank?,threw __ into a pool,0.01,M,18
27,21114,cause_effect_prior,"""As usual.""",Thomas,NA,M,15,marbles,sank,Thomas threw  15 marbles  into a pool.,object_high,NA,NA,all,short_filler,How many marbles sank?,threw __ into a pool,0.98,M,18
27,21999,cause_effect_prior,"""Some people just love destruction.""",Janet,NA,F,15,card towers,fell down,Janet punched  15 card towers.,object_high,NA,NA,none,long_filler,How many card towers fell down?,punched __,0,M,19
27,21999,cause_effect_prior,"""Some people just love destruction.""",Janet,NA,F,15,card towers,fell down,Janet punched  15 card towers.,object_high,NA,NA,lower_half,long_filler,How many card towers fell down?,punched __,0.01,M,19
27,21999,cause_effect_prior,"""Some people just love destruction.""",Janet,NA,F,15,card towers,fell down,Janet punched  15 card towers.,object_high,NA,NA,upper_half,long_filler,How many card towers fell down?,punched __,0,M,19
27,21999,cause_effect_prior,"""Some people just love destruction.""",Janet,NA,F,15,card towers,fell down,Janet punched  15 card towers.,object_high,NA,NA,all,long_filler,How many card towers fell down?,punched __,0.99,M,19
27,15243,cause_effect_prior,"""Some of the books ripped.""",Carol,NA,F,15,books,ripped,Carol used  15 books  as dog toys.,object_high,NA,NA,none,Some,How many books ripped?,used __ as dog toys,0.03,M,20
27,15243,cause_effect_prior,"""Some of the books ripped.""",Carol,NA,F,15,books,ripped,Carol used  15 books  as dog toys.,object_high,NA,NA,lower_half,Some,How many books ripped?,used __ as dog toys,1,M,20
27,15243,cause_effect_prior,"""Some of the books ripped.""",Carol,NA,F,15,books,ripped,Carol used  15 books  as dog toys.,object_high,NA,NA,upper_half,Some,How many books ripped?,used __ as dog toys,0.99,M,20
27,15243,cause_effect_prior,"""Some of the books ripped.""",Carol,NA,F,15,books,ripped,Carol used  15 books  as dog toys.,object_high,NA,NA,all,Some,How many books ripped?,used __ as dog toys,0,M,20
27,11021,cause_effect_prior,"""None of the wheelchairs rolled.""",Tyler,NA,M,15,wheelchairs,rolled,Tyler pushed  15 wheelchairs.,object_high,NA,NA,none,None,How many wheelchairs rolled?,pushed __,0.99,M,21
27,11021,cause_effect_prior,"""None of the wheelchairs rolled.""",Tyler,NA,M,15,wheelchairs,rolled,Tyler pushed  15 wheelchairs.,object_high,NA,NA,lower_half,None,How many wheelchairs rolled?,pushed __,0,M,21
27,11021,cause_effect_prior,"""None of the wheelchairs rolled.""",Tyler,NA,M,15,wheelchairs,rolled,Tyler pushed  15 wheelchairs.,object_high,NA,NA,upper_half,None,How many wheelchairs rolled?,pushed __,0,M,21
27,11021,cause_effect_prior,"""None of the wheelchairs rolled.""",Tyler,NA,M,15,wheelchairs,rolled,Tyler pushed  15 wheelchairs.,object_high,NA,NA,all,None,How many wheelchairs rolled?,pushed __,0,M,21
27,25040,cause_effect_prior,"""Nothing out of the ordinary.""",Benjamin,NA,M,15,dogs,ate the seeds,Benjamin left seeds out for  15 dogs.,object_low,NA,NA,none,short_filler,How many dogs ate the seeds?,left seeds out for __,0.99,M,22
27,25040,cause_effect_prior,"""Nothing out of the ordinary.""",Benjamin,NA,M,15,dogs,ate the seeds,Benjamin left seeds out for  15 dogs.,object_low,NA,NA,lower_half,short_filler,How many dogs ate the seeds?,left seeds out for __,0,M,22
27,25040,cause_effect_prior,"""Nothing out of the ordinary.""",Benjamin,NA,M,15,dogs,ate the seeds,Benjamin left seeds out for  15 dogs.,object_low,NA,NA,upper_half,short_filler,How many dogs ate the seeds?,left seeds out for __,0,M,22
27,25040,cause_effect_prior,"""Nothing out of the ordinary.""",Benjamin,NA,M,15,dogs,ate the seeds,Benjamin left seeds out for  15 dogs.,object_low,NA,NA,all,short_filler,How many dogs ate the seeds?,left seeds out for __,0,M,22
27,26143,cause_effect_prior,"""That reminds me I need to visit my grandma.""",Raymond,NA,M,15,chocolate bars,froze,Raymond put  15 chocolate bars  in the freezer.,object_mid,NA,NA,none,long_filler,How many chocolate bars froze?,put __ in the freezer,0,M,23
27,26143,cause_effect_prior,"""That reminds me I need to visit my grandma.""",Raymond,NA,M,15,chocolate bars,froze,Raymond put  15 chocolate bars  in the freezer.,object_mid,NA,NA,lower_half,long_filler,How many chocolate bars froze?,put __ in the freezer,1,M,23
27,26143,cause_effect_prior,"""That reminds me I need to visit my grandma.""",Raymond,NA,M,15,chocolate bars,froze,Raymond put  15 chocolate bars  in the freezer.,object_mid,NA,NA,upper_half,long_filler,How many chocolate bars froze?,put __ in the freezer,1,M,23
27,26143,cause_effect_prior,"""That reminds me I need to visit my grandma.""",Raymond,NA,M,15,chocolate bars,froze,Raymond put  15 chocolate bars  in the freezer.,object_mid,NA,NA,all,long_filler,How many chocolate bars froze?,put __ in the freezer,1,M,23
27,19863,cause_effect_prior,"""All of the pieces of gum stuck to the wall.""",Richard,NA,M,15,pieces of gum,stuck to the wall,Richard threw  15 pieces of gum  against a wall.,object_high,NA,NA,none,All,How many pieces of gum stuck to the wall?,threw __ against a wall,0.01,M,24
27,19863,cause_effect_prior,"""All of the pieces of gum stuck to the wall.""",Richard,NA,M,15,pieces of gum,stuck to the wall,Richard threw  15 pieces of gum  against a wall.,object_high,NA,NA,lower_half,All,How many pieces of gum stuck to the wall?,threw __ against a wall,0,M,24
27,19863,cause_effect_prior,"""All of the pieces of gum stuck to the wall.""",Richard,NA,M,15,pieces of gum,stuck to the wall,Richard threw  15 pieces of gum  against a wall.,object_high,NA,NA,upper_half,All,How many pieces of gum stuck to the wall?,threw __ against a wall,0,M,24
27,19863,cause_effect_prior,"""All of the pieces of gum stuck to the wall.""",Richard,NA,M,15,pieces of gum,stuck to the wall,Richard threw  15 pieces of gum  against a wall.,object_high,NA,NA,all,All,How many pieces of gum stuck to the wall?,threw __ against a wall,1,M,24
28,5492,speakerreliability,NA,NA,purple monster,NA,NA,NA,NA,NA,NA,sx_v1,underinformative,NA,NA,NA,NA,s2_v1,NA,3
28,4108,speakerreliability,NA,NA,purple monster with the red hat who&quotechars grinning sideways,NA,NA,NA,NA,NA,NA,s1_v1,overinformative,NA,NA,NA,NA,s1_v1,NA,4
28,6935,speakerreliability,NA,NA,guy with the red hat,NA,NA,NA,NA,NA,NA,s1_v1,underinformative,NA,NA,NA,NA,s1_v1,NA,5
28,3121,speakerreliability,NA,NA,green monster with the scarf and the two big teeth,NA,NA,NA,NA,NA,NA,sx_v2,overinformative,NA,NA,NA,NA,sx_v2,NA,6
28,2005,speakerreliability,NA,NA,robot with the blue hat and the buttons,NA,NA,NA,NA,NA,NA,s2_vx,overinformative,NA,NA,NA,NA,s2_vx,NA,7
28,3420,speakerreliability,NA,NA,robot,NA,NA,NA,NA,NA,NA,s1_vx,underinformative,NA,NA,NA,NA,sx_vx,NA,8
28,30002,cause_effect_prior,"""Some of the pinecones decomposed.""",Raymond,NA,M,15,pinecones,decomposed,Raymond put  15 pinecones  in a compost pile for a month.,object_mid,NA,NA,none,Some,How many pinecones decomposed?,put __ in a compost pile for a month,0.02,M,10
28,30002,cause_effect_prior,"""Some of the pinecones decomposed.""",Raymond,NA,M,15,pinecones,decomposed,Raymond put  15 pinecones  in a compost pile for a month.,object_mid,NA,NA,lower_half,Some,How many pinecones decomposed?,put __ in a compost pile for a month,0.64,M,10
28,30002,cause_effect_prior,"""Some of the pinecones decomposed.""",Raymond,NA,M,15,pinecones,decomposed,Raymond put  15 pinecones  in a compost pile for a month.,object_mid,NA,NA,upper_half,Some,How many pinecones decomposed?,put __ in a compost pile for a month,0.09,M,10
28,30002,cause_effect_prior,"""Some of the pinecones decomposed.""",Raymond,NA,M,15,pinecones,decomposed,Raymond put  15 pinecones  in a compost pile for a month.,object_mid,NA,NA,all,Some,How many pinecones decomposed?,put __ in a compost pile for a month,0.02,M,10
28,19206,cause_effect_prior,"""All of the boxes broke.""",Larry,NA,M,15,boxes,broke,Larry ran  15 boxes  over with a car.,object_mid,NA,NA,none,All,How many boxes broke?,ran __ over with a car,0,M,11
28,19206,cause_effect_prior,"""All of the boxes broke.""",Larry,NA,M,15,boxes,broke,Larry ran  15 boxes  over with a car.,object_mid,NA,NA,lower_half,All,How many boxes broke?,ran __ over with a car,0,M,11
28,19206,cause_effect_prior,"""All of the boxes broke.""",Larry,NA,M,15,boxes,broke,Larry ran  15 boxes  over with a car.,object_mid,NA,NA,upper_half,All,How many boxes broke?,ran __ over with a car,0.01,M,11
28,19206,cause_effect_prior,"""All of the boxes broke.""",Larry,NA,M,15,boxes,broke,Larry ran  15 boxes  over with a car.,object_mid,NA,NA,all,All,How many boxes broke?,ran __ over with a car,1,M,11
28,17471,cause_effect_prior,"""Some of the card towers fell down.""",Kevin,NA,M,15,card towers,fell down,Kevin punched  15 card towers.,object_high,NA,NA,none,Some,How many card towers fell down?,punched __,0.01,M,12
28,17471,cause_effect_prior,"""Some of the card towers fell down.""",Kevin,NA,M,15,card towers,fell down,Kevin punched  15 card towers.,object_high,NA,NA,lower_half,Some,How many card towers fell down?,punched __,0.8,M,12
28,17471,cause_effect_prior,"""Some of the card towers fell down.""",Kevin,NA,M,15,card towers,fell down,Kevin punched  15 card towers.,object_high,NA,NA,upper_half,Some,How many card towers fell down?,punched __,0.27,M,12
28,17471,cause_effect_prior,"""Some of the card towers fell down.""",Kevin,NA,M,15,card towers,fell down,Kevin punched  15 card towers.,object_high,NA,NA,all,Some,How many card towers fell down?,punched __,0.01,M,12
28,30423,cause_effect_prior,"""I love watching fires.""",Nancy,NA,F,15,matches,burnt,Nancy threw  15 matches  into a fire.,object_high,NA,NA,none,long_filler,How many matches burnt?,threw __ into a fire,0.01,M,13
28,30423,cause_effect_prior,"""I love watching fires.""",Nancy,NA,F,15,matches,burnt,Nancy threw  15 matches  into a fire.,object_high,NA,NA,lower_half,long_filler,How many matches burnt?,threw __ into a fire,0.19,M,13
28,30423,cause_effect_prior,"""I love watching fires.""",Nancy,NA,F,15,matches,burnt,Nancy threw  15 matches  into a fire.,object_high,NA,NA,upper_half,long_filler,How many matches burnt?,threw __ into a fire,0.69,M,13
28,30423,cause_effect_prior,"""I love watching fires.""",Nancy,NA,F,15,matches,burnt,Nancy threw  15 matches  into a fire.,object_high,NA,NA,all,long_filler,How many matches burnt?,threw __ into a fire,0.91,M,13
28,12692,cause_effect_prior,"""None of the butterflies ate the seeds.""",Jennifer,NA,F,15,butterflies,ate the seeds,Jennifer left seeds out for  15 butterflies.,object_mid,NA,NA,none,None,How many butterflies ate the seeds?,left seeds out for __,0.99,M,14
28,12692,cause_effect_prior,"""None of the butterflies ate the seeds.""",Jennifer,NA,F,15,butterflies,ate the seeds,Jennifer left seeds out for  15 butterflies.,object_mid,NA,NA,lower_half,None,How many butterflies ate the seeds?,left seeds out for __,0.02,M,14
28,12692,cause_effect_prior,"""None of the butterflies ate the seeds.""",Jennifer,NA,F,15,butterflies,ate the seeds,Jennifer left seeds out for  15 butterflies.,object_mid,NA,NA,upper_half,None,How many butterflies ate the seeds?,left seeds out for __,0.02,M,14
28,12692,cause_effect_prior,"""None of the butterflies ate the seeds.""",Jennifer,NA,F,15,butterflies,ate the seeds,Jennifer left seeds out for  15 butterflies.,object_mid,NA,NA,all,None,How many butterflies ate the seeds?,left seeds out for __,0.01,M,14
28,13927,cause_effect_prior,"""Typical.""",Paul,NA,M,15,candles,exploded,Paul lit  15 candles.,object_low,NA,NA,none,short_filler,How many candles exploded?,lit __,0.97,M,15
28,13927,cause_effect_prior,"""Typical.""",Paul,NA,M,15,candles,exploded,Paul lit  15 candles.,object_low,NA,NA,lower_half,short_filler,How many candles exploded?,lit __,0.02,M,15
28,13927,cause_effect_prior,"""Typical.""",Paul,NA,M,15,candles,exploded,Paul lit  15 candles.,object_low,NA,NA,upper_half,short_filler,How many candles exploded?,lit __,0.02,M,15
28,13927,cause_effect_prior,"""Typical.""",Paul,NA,M,15,candles,exploded,Paul lit  15 candles.,object_low,NA,NA,all,short_filler,How many candles exploded?,lit __,0.02,M,15
28,13248,cause_effect_prior,"""Some of the notebooks landed flat.""",Melissa,NA,F,15,notebooks,landed flat,Melissa tossed  15 notebooks.,object_low,NA,NA,none,Some,How many notebooks landed flat?,tossed __,0.01,M,16
28,13248,cause_effect_prior,"""Some of the notebooks landed flat.""",Melissa,NA,F,15,notebooks,landed flat,Melissa tossed  15 notebooks.,object_low,NA,NA,lower_half,Some,How many notebooks landed flat?,tossed __,0.27,M,16
28,13248,cause_effect_prior,"""Some of the notebooks landed flat.""",Melissa,NA,F,15,notebooks,landed flat,Melissa tossed  15 notebooks.,object_low,NA,NA,upper_half,Some,How many notebooks landed flat?,tossed __,0.88,M,16
28,13248,cause_effect_prior,"""Some of the notebooks landed flat.""",Melissa,NA,F,15,notebooks,landed flat,Melissa tossed  15 notebooks.,object_low,NA,NA,all,Some,How many notebooks landed flat?,tossed __,0.02,M,16
28,12507,cause_effect_prior,"""None of the books ripped.""",Sandra,NA,F,15,books,ripped,Sandra used  15 books  as dog toys.,object_high,NA,NA,none,None,How many books ripped?,used __ as dog toys,0.98,M,17
28,12507,cause_effect_prior,"""None of the books ripped.""",Sandra,NA,F,15,books,ripped,Sandra used  15 books  as dog toys.,object_high,NA,NA,lower_half,None,How many books ripped?,used __ as dog toys,0,M,17
28,12507,cause_effect_prior,"""None of the books ripped.""",Sandra,NA,F,15,books,ripped,Sandra used  15 books  as dog toys.,object_high,NA,NA,upper_half,None,How many books ripped?,used __ as dog toys,0,M,17
28,12507,cause_effect_prior,"""None of the books ripped.""",Sandra,NA,F,15,books,ripped,Sandra used  15 books  as dog toys.,object_high,NA,NA,all,None,How many books ripped?,used __ as dog toys,0,M,17
28,13191,cause_effect_prior,"""Some of the wheelchairs rolled.""",Cynthia,NA,F,15,wheelchairs,rolled,Cynthia pushed  15 wheelchairs.,object_high,NA,NA,none,Some,How many wheelchairs rolled?,pushed __,0.01,M,18
28,13191,cause_effect_prior,"""Some of the wheelchairs rolled.""",Cynthia,NA,F,15,wheelchairs,rolled,Cynthia pushed  15 wheelchairs.,object_high,NA,NA,lower_half,Some,How many wheelchairs rolled?,pushed __,0.44,M,18
28,13191,cause_effect_prior,"""Some of the wheelchairs rolled.""",Cynthia,NA,F,15,wheelchairs,rolled,Cynthia pushed  15 wheelchairs.,object_high,NA,NA,upper_half,Some,How many wheelchairs rolled?,pushed __,0.81,M,18
28,13191,cause_effect_prior,"""Some of the wheelchairs rolled.""",Cynthia,NA,F,15,wheelchairs,rolled,Cynthia pushed  15 wheelchairs.,object_high,NA,NA,all,Some,How many wheelchairs rolled?,pushed __,0.02,M,18
28,9844,cause_effect_prior,"""Some of the cups sank.""",Shirley,NA,F,15,cups,sank,Shirley threw  15 cups  into a pool.,object_mid,NA,NA,none,Some,How many cups sank?,threw __ into a pool,0.01,M,19
28,9844,cause_effect_prior,"""Some of the cups sank.""",Shirley,NA,F,15,cups,sank,Shirley threw  15 cups  into a pool.,object_mid,NA,NA,lower_half,Some,How many cups sank?,threw __ into a pool,0.52,M,19
28,9844,cause_effect_prior,"""Some of the cups sank.""",Shirley,NA,F,15,cups,sank,Shirley threw  15 cups  into a pool.,object_mid,NA,NA,upper_half,Some,How many cups sank?,threw __ into a pool,0.72,M,19
28,9844,cause_effect_prior,"""Some of the cups sank.""",Shirley,NA,F,15,cups,sank,Shirley threw  15 cups  into a pool.,object_mid,NA,NA,all,Some,How many cups sank?,threw __ into a pool,0.01,M,19
28,11423,cause_effect_prior,"""All of the baseballs stuck to the wall.""",Patrick,NA,M,15,baseballs,stuck to the wall,Patrick threw  15 baseballs  against a wall.,object_low,NA,NA,none,All,How many baseballs stuck to the wall?,threw __ against a wall,0.01,M,20
28,11423,cause_effect_prior,"""All of the baseballs stuck to the wall.""",Patrick,NA,M,15,baseballs,stuck to the wall,Patrick threw  15 baseballs  against a wall.,object_low,NA,NA,lower_half,All,How many baseballs stuck to the wall?,threw __ against a wall,0.01,M,20
28,11423,cause_effect_prior,"""All of the baseballs stuck to the wall.""",Patrick,NA,M,15,baseballs,stuck to the wall,Patrick threw  15 baseballs  against a wall.,object_low,NA,NA,upper_half,All,How many baseballs stuck to the wall?,threw __ against a wall,0.03,M,20
28,11423,cause_effect_prior,"""All of the baseballs stuck to the wall.""",Patrick,NA,M,15,baseballs,stuck to the wall,Patrick threw  15 baseballs  against a wall.,object_low,NA,NA,all,All,How many baseballs stuck to the wall?,threw __ against a wall,0.99,M,20
28,8082,cause_effect_prior,"""Some of the crayons melted.""",Nicole,NA,F,15,crayons,melted,Nicole left  15 crayons  in the hot sun.,object_mid,NA,NA,none,Some,How many crayons melted?,left __ in the hot sun,0.01,M,21
28,8082,cause_effect_prior,"""Some of the crayons melted.""",Nicole,NA,F,15,crayons,melted,Nicole left  15 crayons  in the hot sun.,object_mid,NA,NA,lower_half,Some,How many crayons melted?,left __ in the hot sun,0.44,M,21
28,8082,cause_effect_prior,"""Some of the crayons melted.""",Nicole,NA,F,15,crayons,melted,Nicole left  15 crayons  in the hot sun.,object_mid,NA,NA,upper_half,Some,How many crayons melted?,left __ in the hot sun,0.73,M,21
28,8082,cause_effect_prior,"""Some of the crayons melted.""",Nicole,NA,F,15,crayons,melted,Nicole left  15 crayons  in the hot sun.,object_mid,NA,NA,all,Some,How many crayons melted?,left __ in the hot sun,0.02,M,21
28,20666,cause_effect_prior,"""Nothing surprising there.""",Ruth,NA,F,15,bottles of hand soap,froze,Ruth put  15 bottles of hand soap  in the freezer.,object_low,NA,NA,none,short_filler,How many bottles of hand soap froze?,put __ in the freezer,0.01,M,22
28,20666,cause_effect_prior,"""Nothing surprising there.""",Ruth,NA,F,15,bottles of hand soap,froze,Ruth put  15 bottles of hand soap  in the freezer.,object_low,NA,NA,lower_half,short_filler,How many bottles of hand soap froze?,put __ in the freezer,0.49,M,22
28,20666,cause_effect_prior,"""Nothing surprising there.""",Ruth,NA,F,15,bottles of hand soap,froze,Ruth put  15 bottles of hand soap  in the freezer.,object_low,NA,NA,upper_half,short_filler,How many bottles of hand soap froze?,put __ in the freezer,0.71,M,22
28,20666,cause_effect_prior,"""Nothing surprising there.""",Ruth,NA,F,15,bottles of hand soap,froze,Ruth put  15 bottles of hand soap  in the freezer.,object_low,NA,NA,all,short_filler,How many bottles of hand soap froze?,put __ in the freezer,0.92,M,22
28,15328,cause_effect_prior,"""There are people starving in the world.""",Andrew,NA,M,15,oreos,dissolved,Andrew put  15 oreos  in a bucket of water.,object_mid,NA,NA,none,long_filler,How many oreos dissolved?,put __ in a bucket of water,0.02,M,23
28,15328,cause_effect_prior,"""There are people starving in the world.""",Andrew,NA,M,15,oreos,dissolved,Andrew put  15 oreos  in a bucket of water.,object_mid,NA,NA,lower_half,long_filler,How many oreos dissolved?,put __ in a bucket of water,0.33,M,23
28,15328,cause_effect_prior,"""There are people starving in the world.""",Andrew,NA,M,15,oreos,dissolved,Andrew put  15 oreos  in a bucket of water.,object_mid,NA,NA,upper_half,long_filler,How many oreos dissolved?,put __ in a bucket of water,0.66,M,23
28,15328,cause_effect_prior,"""There are people starving in the world.""",Andrew,NA,M,15,oreos,dissolved,Andrew put  15 oreos  in a bucket of water.,object_mid,NA,NA,all,long_filler,How many oreos dissolved?,put __ in a bucket of water,0.98,M,23
28,9271,cause_effect_prior,"""Some of the hats blew away.""",Jeffrey,NA,M,15,hats,blew away,Jeffrey left  15 hats  on a table on a windy day.,object_mid,NA,NA,none,Some,How many hats blew away?,left __ on a table on a windy day,0.01,M,24
28,9271,cause_effect_prior,"""Some of the hats blew away.""",Jeffrey,NA,M,15,hats,blew away,Jeffrey left  15 hats  on a table on a windy day.,object_mid,NA,NA,lower_half,Some,How many hats blew away?,left __ on a table on a windy day,0.25,M,24
28,9271,cause_effect_prior,"""Some of the hats blew away.""",Jeffrey,NA,M,15,hats,blew away,Jeffrey left  15 hats  on a table on a windy day.,object_mid,NA,NA,upper_half,Some,How many hats blew away?,left __ on a table on a windy day,0.71,M,24
28,9271,cause_effect_prior,"""Some of the hats blew away.""",Jeffrey,NA,M,15,hats,blew away,Jeffrey left  15 hats  on a table on a windy day.,object_mid,NA,NA,all,Some,How many hats blew away?,left __ on a table on a windy day,0,M,24
29,5723,speakerreliability,NA,NA,robot with the blue hat and the buttons,NA,NA,NA,NA,NA,NA,s2_vx,overinformative,NA,NA,NA,NA,s2_vx,NA,3
29,4668,speakerreliability,NA,NA,purple monster with the red hat who&quotechars grinning sideways,NA,NA,NA,NA,NA,NA,s1_v1,overinformative,NA,NA,NA,NA,s1_v1,NA,4
29,3819,speakerreliability,NA,NA,green monster with the scarf and the two big teeth,NA,NA,NA,NA,NA,NA,sx_v2,overinformative,NA,NA,NA,NA,sx_v2,NA,5
29,5153,speakerreliability,NA,NA,purple monster,NA,NA,NA,NA,NA,NA,sx_v1,underinformative,NA,NA,NA,NA,sx_v1,NA,6
29,9927,speakerreliability,NA,NA,guy with the red hat,NA,NA,NA,NA,NA,NA,s1_v1,underinformative,NA,NA,NA,NA,s1_v2,NA,7
29,2784,speakerreliability,NA,NA,robot,NA,NA,NA,NA,NA,NA,s1_vx,underinformative,NA,NA,NA,NA,sx_vx,NA,8
29,18067,cause_effect_prior,"""Some of the wheelchairs rolled.""",Gary,NA,M,15,wheelchairs,rolled,Gary pushed  15 wheelchairs.,object_high,NA,NA,none,Some,How many wheelchairs rolled?,pushed __,0.02,M,10
29,18071,cause_effect_prior,"""Some of the wheelchairs rolled.""",Gary,NA,M,15,wheelchairs,rolled,Gary pushed  15 wheelchairs.,object_high,NA,NA,lower_half,Some,How many wheelchairs rolled?,pushed __,0.88,M,10
