"speakerOptimality,wonkinessPrior,linkingBetaConcentration,softmaxWonky",posteriorProb
"4.35,0.21000000000000002,5.333333333333333,1.26",0
"4.35,0.21000000000000002,5,1.26",0
"4.35,0.21000000000000002,4.666666666666667,1.26",0
"4.35,0.21000000000000002,4.333333333333333,1.26",0
"4.35,0.21000000000000002,4,1.26",0
"4.35,0.21000000000000002,3.6666666666666665,1.26",0
"4.35,0.21000000000000002,3.3333333333333335,1.26",0
"4.35,0.21000000000000002,3,1.26",0
"4.35,0.21000000000000002,2.6666666666666665,1.26",0
"4.35,0.21000000000000002,2.3333333333333335,1.26",0
"4.35,0.21000000000000002,2,1.26",0
"4.35,0.21000000000000002,1.6666666666666667,1.26",0
"4.35,0.21000000000000002,1.3333333333333333,1.26",0
"4.35,0.21000000000000002,1,1.26",0
"4.35,0.21000000000000002,0.6666666666666666,1.26",0
"4.35,0.21000000000000002,0.3333333333333333,1.26",0
"2.85,0.81,6.333333333333333,4.01",0
"2.85,0.81,6,4.01",0
"2.85,0.81,5.666666666666667,4.01",0
"2.85,0.81,5.333333333333333,4.01",0
"2.85,0.81,5,4.01",0
"2.85,0.81,4.666666666666667,4.01",0
"2.85,0.81,4.333333333333333,4.01",0
"2.85,0.81,4,4.01",0
"2.85,0.81,3.6666666666666665,4.01",0
"2.85,0.81,3.3333333333333335,4.01",0
"2.85,0.81,3,4.01",0
"2.85,0.81,2.6666666666666665,4.01",0
"2.85,0.81,2.3333333333333335,4.01",0
"2.85,0.81,2,4.01",0
"2.85,0.81,1.6666666666666667,4.01",0
"2.85,0.81,1.3333333333333333,4.01",0
"2.85,0.81,1,4.01",0
"2.85,0.81,0.6666666666666666,4.01",0
"2.85,0.81,0.3333333333333333,4.01",0
"1.1,0.81,6.333333333333333,3.01",0
"1.1,0.81,6,3.01",0
"1.1,0.81,5.666666666666667,3.01",0
"1.1,0.81,5.333333333333333,3.01",0
"1.1,0.81,5,3.01",0
"1.1,0.81,4.666666666666667,3.01",0
"1.1,0.81,4.333333333333333,3.01",0
"1.1,0.81,4,3.01",0
"1.1,0.81,3.6666666666666665,3.01",0
"1.1,0.81,3.3333333333333335,3.01",0
"1.1,0.81,3,3.01",0
"1.1,0.81,2.6666666666666665,3.01",0
"1.1,0.81,2.3333333333333335,3.01",0
"1.1,0.81,2,3.01",0
"1.1,0.81,1.6666666666666667,3.01",0
"1.1,0.81,1.3333333333333333,3.01",0
"1.1,0.81,1,3.01",0
"1.1,0.81,0.6666666666666666,3.01",0
"1.1,0.81,0.3333333333333333,3.01",0
"4.1,0.91,6.333333333333333,2.51",0
"4.1,0.91,6,2.51",0
"4.1,0.91,5.666666666666667,2.51",0
"4.1,0.91,5.333333333333333,2.51",0
"4.1,0.91,5,2.51",0
"4.1,0.91,4.666666666666667,2.51",0
"4.1,0.91,4.333333333333333,2.51",0
"4.1,0.91,4,2.51",0
"4.1,0.91,3.6666666666666665,2.51",0
"4.1,0.91,3.3333333333333335,2.51",0
"4.1,0.91,3,2.51",0
"4.1,0.91,2.6666666666666665,2.51",0
"4.1,0.91,2.3333333333333335,2.51",0
"4.1,0.91,2,2.51",0
"4.1,0.91,1.6666666666666667,2.51",0
"4.1,0.91,1.3333333333333333,2.51",0
"4.1,0.91,1,2.51",0
"4.1,0.91,0.6666666666666666,2.51",0
"4.1,0.91,0.3333333333333333,2.51",0
"4.35,0.21000000000000002,6.333333333333333,1.51",0
"4.35,0.21000000000000002,6,1.51",0
"4.35,0.21000000000000002,5.666666666666667,1.51",0
"4.35,0.21000000000000002,5.333333333333333,1.51",0
"4.35,0.21000000000000002,5,1.51",0
"4.35,0.21000000000000002,4.666666666666667,1.51",0
"4.35,0.21000000000000002,4.333333333333333,1.51",0
"4.35,0.21000000000000002,4,1.51",0
"4.35,0.21000000000000002,3.6666666666666665,1.51",0
"4.35,0.21000000000000002,3.3333333333333335,1.51",0
"4.35,0.21000000000000002,3,1.51",0
"4.35,0.21000000000000002,2.6666666666666665,1.51",0
"4.35,0.21000000000000002,2.3333333333333335,1.51",0
"4.35,0.21000000000000002,2,1.51",0
"4.35,0.21000000000000002,1.6666666666666667,1.51",0
"4.35,0.21000000000000002,1.3333333333333333,1.51",0
"4.35,0.21000000000000002,1,1.51",0
"4.35,0.21000000000000002,0.6666666666666666,1.51",0
"4.35,0.21000000000000002,0.3333333333333333,1.51",0
"4.35,0.21000000000000002,6.333333333333333,1.76",0
"4.35,0.21000000000000002,6,1.76",0
"4.35,0.21000000000000002,5.666666666666667,1.76",0
"4.35,0.21000000000000002,5.333333333333333,1.76",0
"4.35,0.21000000000000002,5,1.76",0
"4.35,0.21000000000000002,4.666666666666667,1.76",0
"4.35,0.21000000000000002,4.333333333333333,1.76",0
"4.35,0.21000000000000002,4,1.76",0
"4.35,0.21000000000000002,3.6666666666666665,1.76",0
"4.35,0.21000000000000002,3.3333333333333335,1.76",0
"4.35,0.21000000000000002,3,1.76",0
"4.35,0.21000000000000002,2.6666666666666665,1.76",0
"4.35,0.21000000000000002,2.3333333333333335,1.76",0
"4.35,0.21000000000000002,2,1.76",0
"4.35,0.21000000000000002,1.6666666666666667,1.76",0
"4.35,0.21000000000000002,1.3333333333333333,1.76",0
"4.35,0.21000000000000002,1,1.76",0
"4.35,0.21000000000000002,0.6666666666666666,1.76",0
"4.35,0.21000000000000002,0.3333333333333333,1.76",0
"2.85,0.81,6.333333333333333,4.26",0
"2.85,0.81,6,4.26",0
"2.85,0.81,5.666666666666667,4.26",0
"2.85,0.81,5.333333333333333,4.26",0
"2.85,0.81,5,4.26",0
"2.85,0.81,4.666666666666667,4.26",0
"2.85,0.81,4.333333333333333,4.26",0
"2.85,0.81,4,4.26",0
"2.85,0.81,3.6666666666666665,4.26",0
"2.85,0.81,3.3333333333333335,4.26",0
"2.85,0.81,3,4.26",0
"2.85,0.81,2.6666666666666665,4.26",0
"2.85,0.81,2.3333333333333335,4.26",0
"2.85,0.81,2,4.26",0
"2.85,0.81,1.6666666666666667,4.26",0
"2.85,0.81,1.3333333333333333,4.26",0
"2.85,0.81,1,4.26",0
"2.85,0.81,0.6666666666666666,4.26",0
"2.85,0.81,0.3333333333333333,4.26",0
"4.35,0.21000000000000002,6.333333333333333,2.01",0
"4.35,0.21000000000000002,6,2.01",0
"4.35,0.21000000000000002,5.666666666666667,2.01",0
"4.35,0.21000000000000002,5.333333333333333,2.01",0
"4.35,0.21000000000000002,5,2.01",0
"4.35,0.21000000000000002,4.666666666666667,2.01",0
"4.35,0.21000000000000002,4.333333333333333,2.01",0
"4.35,0.21000000000000002,4,2.01",0
"4.35,0.21000000000000002,3.6666666666666665,2.01",0
"4.35,0.21000000000000002,3.3333333333333335,2.01",0
"4.35,0.21000000000000002,3,2.01",0
"4.35,0.21000000000000002,2.6666666666666665,2.01",0
"4.35,0.21000000000000002,2.3333333333333335,2.01",0
"4.35,0.21000000000000002,2,2.01",0
"4.35,0.21000000000000002,1.6666666666666667,2.01",0
"4.35,0.21000000000000002,1.3333333333333333,2.01",0
"4.35,0.21000000000000002,1,2.01",0
"4.35,0.21000000000000002,0.6666666666666666,2.01",0
"4.35,0.21000000000000002,0.3333333333333333,2.01",0
"4.35,0.21000000000000002,6.333333333333333,2.26",0
"4.35,0.21000000000000002,6,2.26",0
"4.35,0.21000000000000002,5.666666666666667,2.26",0
"4.35,0.21000000000000002,5.333333333333333,2.26",0
"4.35,0.21000000000000002,5,2.26",0
"4.35,0.21000000000000002,4.666666666666667,2.26",0
"4.35,0.21000000000000002,4.333333333333333,2.26",0
"4.35,0.21000000000000002,4,2.26",0
"4.35,0.21000000000000002,3.6666666666666665,2.26",0
"4.35,0.21000000000000002,3.3333333333333335,2.26",0
"4.35,0.21000000000000002,3,2.26",0
"4.35,0.21000000000000002,2.6666666666666665,2.26",0
"4.35,0.21000000000000002,2.3333333333333335,2.26",0
"4.35,0.21000000000000002,2,2.26",0
"4.35,0.21000000000000002,1.6666666666666667,2.26",0
"4.35,0.21000000000000002,1.3333333333333333,2.26",0
"4.35,0.21000000000000002,1,2.26",0
"4.35,0.21000000000000002,0.6666666666666666,2.26",0
"4.35,0.21000000000000002,0.3333333333333333,2.26",0
"2.85,0.81,6.333333333333333,4.51",0
"2.85,0.81,6,4.51",0
"2.85,0.81,5.666666666666667,4.51",0
"2.85,0.81,5.333333333333333,4.51",0
"2.85,0.81,5,4.51",0
"2.85,0.81,4.666666666666667,4.51",0
"2.85,0.81,4.333333333333333,4.51",0
"2.85,0.81,4,4.51",0
"2.85,0.81,3.6666666666666665,4.51",0
"2.85,0.81,3.3333333333333335,4.51",0
"2.85,0.81,3,4.51",0
"2.85,0.81,2.6666666666666665,4.51",0
"2.85,0.81,2.3333333333333335,4.51",0
"2.85,0.81,2,4.51",0
"2.85,0.81,1.6666666666666667,4.51",0
"2.85,0.81,1.3333333333333333,4.51",0
"2.85,0.81,1,4.51",0
"2.85,0.81,0.6666666666666666,4.51",0
"2.85,0.81,0.3333333333333333,4.51",0
"1.1,0.81,6.333333333333333,3.26",0
"1.1,0.81,6,3.26",0
"1.1,0.81,5.666666666666667,3.26",0
"1.1,0.81,5.333333333333333,3.26",0
"1.1,0.81,5,3.26",0
"1.1,0.81,4.666666666666667,3.26",0
"1.1,0.81,4.333333333333333,3.26",0
"1.1,0.81,4,3.26",0
"1.1,0.81,3.6666666666666665,3.26",0
"1.1,0.81,3.3333333333333335,3.26",0
"1.1,0.81,3,3.26",0
"1.1,0.81,2.6666666666666665,3.26",0
"1.1,0.81,2.3333333333333335,3.26",0
"1.1,0.81,2,3.26",0
"1.1,0.81,1.6666666666666667,3.26",0
"1.1,0.81,1.3333333333333333,3.26",0
"1.1,0.81,1,3.26",0
"1.1,0.81,0.6666666666666666,3.26",0
"1.1,0.81,0.3333333333333333,3.26",0
"4.35,0.21000000000000002,6.333333333333333,2.51",0
"4.35,0.21000000000000002,6,2.51",0
"4.35,0.21000000000000002,5.666666666666667,2.51",0
"4.35,0.21000000000000002,5.333333333333333,2.51",0
"4.35,0.21000000000000002,5,2.51",0
"4.35,0.21000000000000002,4.666666666666667,2.51",0
"4.35,0.21000000000000002,4.333333333333333,2.51",0
"4.35,0.21000000000000002,4,2.51",0
"4.35,0.21000000000000002,3.6666666666666665,2.51",0
"4.35,0.21000000000000002,3.3333333333333335,2.51",0
"4.35,0.21000000000000002,3,2.51",0
"4.35,0.21000000000000002,2.6666666666666665,2.51",0
"4.35,0.21000000000000002,2.3333333333333335,2.51",0
"4.35,0.21000000000000002,2,2.51",0
"4.35,0.21000000000000002,1.6666666666666667,2.51",0
"4.35,0.21000000000000002,1.3333333333333333,2.51",0
"4.35,0.21000000000000002,1,2.51",0
"4.35,0.21000000000000002,0.6666666666666666,2.51",0
"4.35,0.21000000000000002,0.3333333333333333,2.51",0
"4.35,0.21000000000000002,6.333333333333333,2.76",0
"4.35,0.21000000000000002,6,2.76",0
"4.35,0.21000000000000002,5.666666666666667,2.76",0
"4.35,0.21000000000000002,5.333333333333333,2.76",0
"4.35,0.21000000000000002,5,2.76",0
"4.35,0.21000000000000002,4.666666666666667,2.76",0
"4.35,0.21000000000000002,4.333333333333333,2.76",0
"4.35,0.21000000000000002,4,2.76",0
"4.35,0.21000000000000002,3.6666666666666665,2.76",0
"4.35,0.21000000000000002,3.3333333333333335,2.76",0
"4.35,0.21000000000000002,3,2.76",0
"4.35,0.21000000000000002,2.6666666666666665,2.76",0
"4.35,0.21000000000000002,2.3333333333333335,2.76",0
"4.35,0.21000000000000002,2,2.76",0
"4.35,0.21000000000000002,1.6666666666666667,2.76",0
"4.35,0.21000000000000002,1.3333333333333333,2.76",0
"4.35,0.21000000000000002,1,2.76",0
"4.35,0.21000000000000002,0.6666666666666666,2.76",0
"4.35,0.21000000000000002,0.3333333333333333,2.76",0
"0.1,0.41000000000000003,6.333333333333333,0.01",0
"0.1,0.41000000000000003,6,0.01",0
"0.1,0.41000000000000003,5.666666666666667,0.01",0
"0.1,0.41000000000000003,5.333333333333333,0.01",0
"0.1,0.41000000000000003,5,0.01",0
"0.1,0.41000000000000003,4.666666666666667,0.01",0
"0.1,0.41000000000000003,4.333333333333333,0.01",0
"0.1,0.41000000000000003,4,0.01",0
"0.1,0.41000000000000003,3.6666666666666665,0.01",0
"0.1,0.41000000000000003,3.3333333333333335,0.01",0
"0.1,0.41000000000000003,3,0.01",0
"0.1,0.41000000000000003,2.6666666666666665,0.01",2.1266392980044712e-287
"0.1,0.41000000000000003,2.3333333333333335,0.01",2.0488844616268922e-157
"0.1,0.41000000000000003,2,0.01",2.4763791912247963e-70
"0.1,0.41000000000000003,1.6666666666666667,0.01",7.341962571511397e-54
"0.1,0.41000000000000003,1.3333333333333333,0.01",8.894625364848387e-136
"0.1,0.41000000000000003,1,0.01",5e-324
"0.1,0.41000000000000003,0.6666666666666666,0.01",0
"0.1,0.41000000000000003,0.3333333333333333,0.01",0
"4.35,0.21000000000000002,6.333333333333333,3.01",0
"4.35,0.21000000000000002,6,3.01",0
"4.35,0.21000000000000002,5.666666666666667,3.01",0
"4.35,0.21000000000000002,5.333333333333333,3.01",0
"4.35,0.21000000000000002,5,3.01",0
"4.35,0.21000000000000002,4.666666666666667,3.01",0
"4.35,0.21000000000000002,4.333333333333333,3.01",0
"4.35,0.21000000000000002,4,3.01",0
"4.35,0.21000000000000002,3.6666666666666665,3.01",0
"4.35,0.21000000000000002,3.3333333333333335,3.01",0
"4.35,0.21000000000000002,3,3.01",0
"4.35,0.21000000000000002,2.6666666666666665,3.01",0
"4.35,0.21000000000000002,2.3333333333333335,3.01",0
"4.35,0.21000000000000002,2,3.01",0
"4.35,0.21000000000000002,1.6666666666666667,3.01",0
"4.35,0.21000000000000002,1.3333333333333333,3.01",0
"4.35,0.21000000000000002,1,3.01",0
"4.35,0.21000000000000002,0.6666666666666666,3.01",0
"4.35,0.21000000000000002,0.3333333333333333,3.01",0
"4.35,0.21000000000000002,6.333333333333333,3.26",0
"4.35,0.21000000000000002,6,3.26",0
"4.35,0.21000000000000002,5.666666666666667,3.26",0
"4.35,0.21000000000000002,5.333333333333333,3.26",0
"4.35,0.21000000000000002,5,3.26",0
"4.35,0.21000000000000002,4.666666666666667,3.26",0
"4.35,0.21000000000000002,4.333333333333333,3.26",0
"4.35,0.21000000000000002,4,3.26",0
"4.35,0.21000000000000002,3.6666666666666665,3.26",0
"4.35,0.21000000000000002,3.3333333333333335,3.26",0
"4.35,0.21000000000000002,3,3.26",0
"4.35,0.21000000000000002,2.6666666666666665,3.26",0
"4.35,0.21000000000000002,2.3333333333333335,3.26",0
"4.35,0.21000000000000002,2,3.26",0
"4.35,0.21000000000000002,1.6666666666666667,3.26",0
"4.35,0.21000000000000002,1.3333333333333333,3.26",0
"4.35,0.21000000000000002,1,3.26",0
"4.35,0.21000000000000002,0.6666666666666666,3.26",0
"4.35,0.21000000000000002,0.3333333333333333,3.26",0
"4.35,0.31,6.333333333333333,4.76",0
"4.35,0.31,6,4.76",0
"4.35,0.31,5.666666666666667,4.76",0
"4.35,0.31,5.333333333333333,4.76",0
"4.35,0.31,5,4.76",0
"4.35,0.31,4.666666666666667,4.76",0
"4.35,0.31,4.333333333333333,4.76",0
"4.35,0.31,4,4.76",0
"4.35,0.31,3.6666666666666665,4.76",0
"4.35,0.31,3.3333333333333335,4.76",0
"4.35,0.31,3,4.76",0
"4.35,0.31,2.6666666666666665,4.76",0
"4.35,0.31,2.3333333333333335,4.76",0
"4.35,0.31,2,4.76",0
"4.35,0.31,1.6666666666666667,4.76",0
"4.35,0.31,1.3333333333333333,4.76",0
"4.35,0.31,1,4.76",0
"4.35,0.31,0.6666666666666666,4.76",0
"4.35,0.31,0.3333333333333333,4.76",0
"0.1,0.41000000000000003,6.333333333333333,0.26",0
"0.1,0.41000000000000003,6,0.26",0
"0.1,0.41000000000000003,5.666666666666667,0.26",0
"0.1,0.41000000000000003,5.333333333333333,0.26",0
"0.1,0.41000000000000003,5,0.26",0
"0.1,0.41000000000000003,4.666666666666667,0.26",0
"0.1,0.41000000000000003,4.333333333333333,0.26",0
"0.1,0.41000000000000003,4,0.26",0
"0.1,0.41000000000000003,3.6666666666666665,0.26",0
"0.1,0.41000000000000003,3.3333333333333335,0.26",0
"0.1,0.41000000000000003,3,0.26",1.53076e-318
"0.1,0.41000000000000003,2.6666666666666665,0.26",1.1387466426588116e-205
"0.1,0.41000000000000003,2.3333333333333335,0.26",1.5340443165862367e-118
"0.1,0.41000000000000003,2,0.26",1.829039988255918e-71
"0.1,0.41000000000000003,1.6666666666666667,0.26",1.8254078439584724e-84
"0.1,0.41000000000000003,1.3333333333333333,0.26",1.6404205159621883e-176
"0.1,0.41000000000000003,1,0.26",0
"0.1,0.41000000000000003,0.6666666666666666,0.26",0
"0.1,0.41000000000000003,0.3333333333333333,0.26",0
"1.1,0.81,6.333333333333333,3.51",0
"1.1,0.81,6,3.51",0
"1.1,0.81,5.666666666666667,3.51",0
"1.1,0.81,5.333333333333333,3.51",0
"1.1,0.81,5,3.51",0
"1.1,0.81,4.666666666666667,3.51",0
"1.1,0.81,4.333333333333333,3.51",0
"1.1,0.81,4,3.51",0
"1.1,0.81,3.6666666666666665,3.51",0
"1.1,0.81,3.3333333333333335,3.51",0
"1.1,0.81,3,3.51",0
"1.1,0.81,2.6666666666666665,3.51",0
"1.1,0.81,2.3333333333333335,3.51",0
"1.1,0.81,2,3.51",0
"1.1,0.81,1.6666666666666667,3.51",0
"1.1,0.81,1.3333333333333333,3.51",0
"1.1,0.81,1,3.51",0
"1.1,0.81,0.6666666666666666,3.51",0
"1.1,0.81,0.3333333333333333,3.51",0
"4.1,0.91,6.333333333333333,2.76",0
"4.1,0.91,6,2.76",0
"4.1,0.91,5.666666666666667,2.76",0
"4.1,0.91,5.333333333333333,2.76",0
"4.1,0.91,5,2.76",0
"4.1,0.91,4.666666666666667,2.76",0
"4.1,0.91,4.333333333333333,2.76",0
"4.1,0.91,4,2.76",0
"4.1,0.91,3.6666666666666665,2.76",0
"4.1,0.91,3.3333333333333335,2.76",0
"4.1,0.91,3,2.76",0
"4.1,0.91,2.6666666666666665,2.76",0
"4.1,0.91,2.3333333333333335,2.76",0
"4.1,0.91,2,2.76",0
"4.1,0.91,1.6666666666666667,2.76",0
"4.1,0.91,1.3333333333333333,2.76",0
"4.1,0.91,1,2.76",0
"4.1,0.91,0.6666666666666666,2.76",0
"4.1,0.91,0.3333333333333333,2.76",0
"4.35,0.21000000000000002,6.333333333333333,3.51",0
"4.35,0.21000000000000002,6,3.51",0
"4.35,0.21000000000000002,5.666666666666667,3.51",0
"4.35,0.21000000000000002,5.333333333333333,3.51",0
"4.35,0.21000000000000002,5,3.51",0
"4.35,0.21000000000000002,4.666666666666667,3.51",0
"4.35,0.21000000000000002,4.333333333333333,3.51",0
"4.35,0.21000000000000002,4,3.51",0
"4.35,0.21000000000000002,3.6666666666666665,3.51",0
"4.35,0.21000000000000002,3.3333333333333335,3.51",0
"4.35,0.21000000000000002,3,3.51",0
"4.35,0.21000000000000002,2.6666666666666665,3.51",0
"4.35,0.21000000000000002,2.3333333333333335,3.51",0
"4.35,0.21000000000000002,2,3.51",0
"4.35,0.21000000000000002,1.6666666666666667,3.51",0
"4.35,0.21000000000000002,1.3333333333333333,3.51",0
"4.35,0.21000000000000002,1,3.51",0
"4.35,0.21000000000000002,0.6666666666666666,3.51",0
"4.35,0.21000000000000002,0.3333333333333333,3.51",0
"4.35,0.21000000000000002,6.333333333333333,3.76",0
"4.35,0.21000000000000002,6,3.76",0
"4.35,0.21000000000000002,5.666666666666667,3.76",0
"4.35,0.21000000000000002,5.333333333333333,3.76",0
"4.35,0.21000000000000002,5,3.76",0
"4.35,0.21000000000000002,4.666666666666667,3.76",0
"4.35,0.21000000000000002,4.333333333333333,3.76",0
"4.35,0.21000000000000002,4,3.76",0
"4.35,0.21000000000000002,3.6666666666666665,3.76",0
"4.35,0.21000000000000002,3.3333333333333335,3.76",0
"4.35,0.21000000000000002,3,3.76",0
"4.35,0.21000000000000002,2.6666666666666665,3.76",0
"4.35,0.21000000000000002,2.3333333333333335,3.76",0
"4.35,0.21000000000000002,2,3.76",0
"4.35,0.21000000000000002,1.6666666666666667,3.76",0
"4.35,0.21000000000000002,1.3333333333333333,3.76",0
"4.35,0.21000000000000002,1,3.76",0
"4.35,0.21000000000000002,0.6666666666666666,3.76",0
"4.35,0.21000000000000002,0.3333333333333333,3.76",0
"0.1,0.41000000000000003,6.333333333333333,0.51",0
"0.1,0.41000000000000003,6,0.51",0
"0.1,0.41000000000000003,5.666666666666667,0.51",0
"0.1,0.41000000000000003,5.333333333333333,0.51",0
"0.1,0.41000000000000003,5,0.51",0
"0.1,0.41000000000000003,4.666666666666667,0.51",0
"0.1,0.41000000000000003,4.333333333333333,0.51",0
"0.1,0.41000000000000003,4,0.51",0
"0.1,0.41000000000000003,3.6666666666666665,0.51",0
"0.1,0.41000000000000003,3.3333333333333335,0.51",0
"0.1,0.41000000000000003,3,0.51",0
"0.1,0.41000000000000003,2.6666666666666665,0.51",9.69292291796124e-240
"0.1,0.41000000000000003,2.3333333333333335,0.51",6.3542777767080074e-170
"0.1,0.41000000000000003,2,0.51",2.603146770638947e-136
"0.1,0.41000000000000003,1.6666666666666667,0.51",2.5144290943962593e-155
"0.1,0.41000000000000003,1.3333333333333333,0.51",3.467176886787652e-242
"0.1,0.41000000000000003,1,0.51",0
"0.1,0.41000000000000003,0.6666666666666666,0.51",0
"0.1,0.41000000000000003,0.3333333333333333,0.51",0
"4.35,0.21000000000000002,6.333333333333333,4.01",0
"4.35,0.21000000000000002,6,4.01",0
"4.35,0.21000000000000002,5.666666666666667,4.01",0
"4.35,0.21000000000000002,5.333333333333333,4.01",0
"4.35,0.21000000000000002,5,4.01",0
"4.35,0.21000000000000002,4.666666666666667,4.01",0
"4.35,0.21000000000000002,4.333333333333333,4.01",0
"4.35,0.21000000000000002,4,4.01",0
"4.35,0.21000000000000002,3.6666666666666665,4.01",0
"4.35,0.21000000000000002,3.3333333333333335,4.01",0
"4.35,0.21000000000000002,3,4.01",0
"4.35,0.21000000000000002,2.6666666666666665,4.01",0
"4.35,0.21000000000000002,2.3333333333333335,4.01",0
"4.35,0.21000000000000002,2,4.01",0
"4.35,0.21000000000000002,1.6666666666666667,4.01",0
"4.35,0.21000000000000002,1.3333333333333333,4.01",0
"4.35,0.21000000000000002,1,4.01",0
"4.35,0.21000000000000002,0.6666666666666666,4.01",0
"4.35,0.21000000000000002,0.3333333333333333,4.01",0
"4.35,0.21000000000000002,6.333333333333333,4.26",0
"4.35,0.21000000000000002,6,4.26",0
"4.35,0.21000000000000002,5.666666666666667,4.26",0
"4.35,0.21000000000000002,5.333333333333333,4.26",0
"4.35,0.21000000000000002,5,4.26",0
"4.35,0.21000000000000002,4.666666666666667,4.26",0
"4.35,0.21000000000000002,4.333333333333333,4.26",0
"4.35,0.21000000000000002,4,4.26",0
"4.35,0.21000000000000002,3.6666666666666665,4.26",0
"4.35,0.21000000000000002,3.3333333333333335,4.26",0
"4.35,0.21000000000000002,3,4.26",0
"4.35,0.21000000000000002,2.6666666666666665,4.26",0
"4.35,0.21000000000000002,2.3333333333333335,4.26",0
"4.35,0.21000000000000002,2,4.26",0
"4.35,0.21000000000000002,1.6666666666666667,4.26",0
"4.35,0.21000000000000002,1.3333333333333333,4.26",0
"4.35,0.21000000000000002,1,4.26",0
"4.35,0.21000000000000002,0.6666666666666666,4.26",0
"4.35,0.21000000000000002,0.3333333333333333,4.26",0
"0.1,0.41000000000000003,6.333333333333333,0.76",0
"0.1,0.41000000000000003,6,0.76",0
"0.1,0.41000000000000003,5.666666666666667,0.76",0
"0.1,0.41000000000000003,5.333333333333333,0.76",0
"0.1,0.41000000000000003,5,0.76",0
"0.1,0.41000000000000003,4.666666666666667,0.76",0
"0.1,0.41000000000000003,4.333333333333333,0.76",0
"0.1,0.41000000000000003,4,0.76",0
"0.1,0.41000000000000003,3.6666666666666665,0.76",0
"0.1,0.41000000000000003,3.3333333333333335,0.76",0
"0.1,0.41000000000000003,3,0.76",0
"0.1,0.41000000000000003,2.6666666666666665,0.76",1.4214642330137032e-290
"0.1,0.41000000000000003,2.3333333333333335,0.76",1.5399946030229573e-227
"0.1,0.41000000000000003,2,0.76",7.813494317670708e-199
"0.1,0.41000000000000003,1.6666666666666667,0.76",1.6118383019208692e-218
"0.1,0.41000000000000003,1.3333333333333333,0.76",8.680527482819531e-299
"0.1,0.41000000000000003,1,0.76",0
"0.1,0.41000000000000003,0.6666666666666666,0.76",0
"0.1,0.41000000000000003,0.3333333333333333,0.76",0
"1.1,0.81,6.333333333333333,3.76",0
"1.1,0.81,6,3.76",0
"1.1,0.81,5.666666666666667,3.76",0
"1.1,0.81,5.333333333333333,3.76",0
"1.1,0.81,5,3.76",0
"1.1,0.81,4.666666666666667,3.76",0
"1.1,0.81,4.333333333333333,3.76",0
"1.1,0.81,4,3.76",0
"1.1,0.81,3.6666666666666665,3.76",0
"1.1,0.81,3.3333333333333335,3.76",0
"1.1,0.81,3,3.76",0
"1.1,0.81,2.6666666666666665,3.76",0
"1.1,0.81,2.3333333333333335,3.76",0
"1.1,0.81,2,3.76",0
"1.1,0.81,1.6666666666666667,3.76",0
"1.1,0.81,1.3333333333333333,3.76",0
"1.1,0.81,1,3.76",0
"1.1,0.81,0.6666666666666666,3.76",0
"1.1,0.81,0.3333333333333333,3.76",0
"4.35,0.21000000000000002,6.333333333333333,4.51",0
"4.35,0.21000000000000002,6,4.51",0
"4.35,0.21000000000000002,5.666666666666667,4.51",0
"4.35,0.21000000000000002,5.333333333333333,4.51",0
"4.35,0.21000000000000002,5,4.51",0
"4.35,0.21000000000000002,4.666666666666667,4.51",0
"4.35,0.21000000000000002,4.333333333333333,4.51",0
"4.35,0.21000000000000002,4,4.51",0
"4.35,0.21000000000000002,3.6666666666666665,4.51",0
"4.35,0.21000000000000002,3.3333333333333335,4.51",0
"4.35,0.21000000000000002,3,4.51",0
"4.35,0.21000000000000002,2.6666666666666665,4.51",0
"4.35,0.21000000000000002,2.3333333333333335,4.51",0
"4.35,0.21000000000000002,2,4.51",0
"4.35,0.21000000000000002,1.6666666666666667,4.51",0
"4.35,0.21000000000000002,1.3333333333333333,4.51",0
"4.35,0.21000000000000002,1,4.51",0
"4.35,0.21000000000000002,0.6666666666666666,4.51",0
"4.35,0.21000000000000002,0.3333333333333333,4.51",0
"1.35,0.81,6.333333333333333,0.01",0
"1.35,0.81,6,0.01",0
"1.35,0.81,5.666666666666667,0.01",0
"1.35,0.81,5.333333333333333,0.01",0
"1.35,0.81,5,0.01",0
"1.35,0.81,4.666666666666667,0.01",0
"1.35,0.81,4.333333333333333,0.01",0
"1.35,0.81,4,0.01",0
"1.35,0.81,3.6666666666666665,0.01",0
"1.35,0.81,3.3333333333333335,0.01",0
"1.35,0.81,3,0.01",0
"1.35,0.81,2.6666666666666665,0.01",0
"1.35,0.81,2.3333333333333335,0.01",2.730399350804737e-223
"1.35,0.81,2,0.01",6.563226745416391e-140
"1.35,0.81,1.6666666666666667,0.01",1.0119034906571903e-115
"1.35,0.81,1.3333333333333333,0.01",6.3065474224405855e-177
"1.35,0.81,1,0.01",0
"1.35,0.81,0.6666666666666666,0.01",0
"1.35,0.81,0.3333333333333333,0.01",0
"0.1,0.41000000000000003,6.333333333333333,1.01",0
"0.1,0.41000000000000003,6,1.01",0
"0.1,0.41000000000000003,5.666666666666667,1.01",0
"0.1,0.41000000000000003,5.333333333333333,1.01",0
"0.1,0.41000000000000003,5,1.01",0
"0.1,0.41000000000000003,4.666666666666667,1.01",0
"0.1,0.41000000000000003,4.333333333333333,1.01",0
"0.1,0.41000000000000003,4,1.01",0
