subject,item,utterance,response,measure
10,honked bicyclists,Some,7,comp_state
10,blew away hats,None,0,comp_state
10,reflected the sunlight mirrors,None,0,comp_state
10,exploded balls of tin foil,All,15,comp_state
10,stuck beads,All,15,comp_state
10,fell down shelves,Some,5,comp_state
10,stuck to the wall pieces of gum,Some,6,comp_state
10,flashed phones,Some,8,comp_state
10,rolled wheelchairs,Some,10,comp_state
10,stopped bicycles,Some,6,comp_state
10,landed flat pancakes,Some,10,comp_state
10,got stained white tablecloths,All,15,comp_state
10,ripped shoes,Some,6,comp_state
10,beeped old cars,Some,7,comp_state
11,blew away hats,All,15,comp_state
11,had the letter Z in them birthday cards,Some,8,comp_state
11,sank marbles,Some,8,comp_state
11,rhymed poems,None,0,comp_state
11,beeped new cars,All,15,comp_state
11,stuck to the wall baseballs,None,0,comp_state
11,landed flat coins,All,15,comp_state
11,burnt rocks,Some,8,comp_state
11,were green clovers,Some,7,comp_state
11,melted pencils,All,15,comp_state
11,rolled shopping carts,All,15,comp_state
11,ran out of batteries phones,Some,8,comp_state
11,ripped shirts,None,9,comp_state
11,reflected the sunlight diamonds,Some,8,comp_state
11,dissolved oreos,Some,8,comp_state
11,flashed webcams,Some,7,comp_state
11,stopped cars,Some,8,comp_state
11,broke boxes,None,0,comp_state
11,stuck beads,None,0,comp_state
11,laughed kids,Some,8,comp_state
12,ate the seeds butterflies,Some,7,comp_state
12,were green clovers,Some,11,comp_state
12,laughed lawyers,None,0,comp_state
12,landed flat notebooks,All,15,comp_state
12,stuck to the wall cakes,None,0,comp_state
12,burnt books,Some,10,comp_state
12,stuck sequins,Some,8,comp_state
12,melted pencils,Some,4,comp_state
12,rolled shopping carts,All,15,comp_state
12,reflected the sunlight phone screens,None,0,comp_state
12,had the letter Z in them birthday cards,None,0,comp_state
12,exploded balls of tin foil,All,15,comp_state
12,exploded fireworks,All,15,comp_state
12,decomposed pinecones,Some,7,comp_state
12,fell down shelves,All,15,comp_state
12,popped bubbles,Some,10,comp_state
12,beeped new cars,Some,8,comp_state
12,stopped bicycles,Some,10,comp_state
12,got stained white shirts,None,0,comp_state
12,sank balloons,Some,3,comp_state
13,dissolved carrots,None,0,comp_state
13,were green bananas,All,15,comp_state
13,exploded eggs,Some,7,comp_state
13,stuck to the wall pieces of gum,None,0,comp_state
13,flashed phones,None,0,comp_state
13,blew away backpacks,Some,6,comp_state
13,laughed comedians,Some,6,comp_state
13,rhymed poems,Some,7,comp_state
13,reflected the sunlight diamonds,None,0,comp_state
13,honked bus drivers,Some,7,comp_state
13,ate the seeds dogs,Some,7,comp_state
13,had the letter Z in them love notes,All,15,comp_state
13,landed flat coins,All,15,comp_state
13,melted crayons,Some,8,comp_state
13,exploded candles,All,15,comp_state
13,decomposed pinecones,All,15,comp_state
13,rolled shopping carts,Some,9,comp_state
13,burnt matches,Some,15,comp_state
13,popped balloons,Some,5,comp_state
13,froze bottles of hand soap,None,0,comp_state
14,landed flat coins,Some,4,comp_state
14,decomposed banana peels,None,5,comp_state
14,exploded gas tanks,Some,4,comp_state
14,honked bus drivers,Some,5,comp_state
14,froze berries,Some,10,comp_state
14,flashed cameras,All,15,comp_state
14,exploded CDs,All,15,comp_state
14,stopped bicycles,Some,5,comp_state
14,had the letter Z in them novels,Some,2,comp_state
14,were green bananas,None,0,comp_state
14,stuck stickers,Some,3,comp_state
14,beeped houses,Some,9,comp_state
14,rolled shopping carts,All,15,comp_state
14,ate the seeds dogs,None,0,comp_state
14,lit up flashlights,None,0,comp_state
14,ran out of batteries bike lights,All,15,comp_state
14,broke sunglasses,Some,3,comp_state
14,burnt books,Some,7,comp_state
14,ripped shoes,All,15,comp_state
14,stuck to the wall baseballs,None,0,comp_state
15,sank cups,Some,7,comp_state
15,landed flat notebooks,All,15,comp_state
15,stuck to the wall baseballs,All,15,comp_state
15,lit up flashlights,None,0,comp_state
15,froze bottles of hand soap,None,0,comp_state
15,honked bus drivers,All,15,comp_state
15,exploded CDs,Some,10,comp_state
15,flashed phones,Some,7,comp_state
15,blew away backpacks,All,15,comp_state
15,had the letter Z in them birthday cards,None,0,comp_state
15,ripped shoes,Some,8,comp_state
15,stuck stickers,All,15,comp_state
15,rhymed songs,Some,5,comp_state
15,ran out of batteries laptops,None,0,comp_state
15,decomposed soda cans,None,0,comp_state
15,beeped old cars,Some,6,comp_state
15,fell down card towers,Some,6,comp_state
15,got stained white carpets,Some,15,comp_state
15,were green strawberries,Some,7,comp_state
15,stopped bicycles,Some,10,comp_state
16,ran out of batteries laptops,All,15,comp_state
16,froze chocolate bars,None,0,comp_state
16,exploded candles,None,0,comp_state
16,were green strawberries,None,0,comp_state
16,lit up flashlights,All,15,comp_state
16,stuck beads,None,0,comp_state
16,melted ice cubes,Some,13,comp_state
16,landed flat coins,Some,6,comp_state
16,broke boxes,Some,6,comp_state
16,stopped cars,Some,5,comp_state
16,sank marbles,Some,5,comp_state
16,reflected the sunlight diamonds,All,15,comp_state
16,rolled toy cars,Some,7,comp_state
16,beeped new cars,Some,4,comp_state
16,ripped books,All,15,comp_state
16,flashed phones,None,0,comp_state
16,had the letter Z in them love notes,Some,5,comp_state
16,got stained white shirts,All,15,comp_state
16,rhymed limericks,Some,5,comp_state
16,exploded eggs,Some,5,comp_state
17,froze chocolate bars,None,0,comp_state
17,landed flat pancakes,Some,8,comp_state
17,rhymed songs,None,0,comp_state
17,broke sunglasses,Some,7,comp_state
17,burnt matches,Some,8,comp_state
17,fell down block towers,Some,7,comp_state
17,rolled toy cars,All,15,comp_state
17,exploded candles,None,0,comp_state
17,had the letter Z in them novels,None,0,comp_state
17,dissolved sugar cubes,Some,8,comp_state
17,lit up flashlights,Some,8,comp_state
17,popped eggs,All,15,comp_state
17,flashed phones,Some,8,comp_state
17,stuck to the wall baseballs,All,15,comp_state
17,exploded balls of tin foil,Some,8,comp_state
17,honked bus drivers,Some,8,comp_state
17,melted ice cubes,None,0,comp_state
17,stopped cars,All,15,comp_state
17,reflected the sunlight phone screens,All,15,comp_state
17,ripped books,Some,6,comp_state
18,froze bottles of hand soap,Some,7,comp_state
18,melted pencils,All,4,comp_state
18,fell down card towers,Some,5,comp_state
18,stuck sequins,None,0,comp_state
18,broke logs,All,15,comp_state
18,dissolved carrots,None,0,comp_state
18,were green bananas,Some,5,comp_state
18,ate the seeds birds,Some,4,comp_state
18,burnt matches,None,0,comp_state
18,got stained white carpets,Some,2,comp_state
18,decomposed soda cans,Some,3,comp_state
18,sank balloons,Some,5,comp_state
18,laughed comedians,All,15,comp_state
18,flashed cameras,Some,10,comp_state
18,rhymed songs,None,0,comp_state
18,exploded eggs,All,15,comp_state
18,honked taxi drivers,All,15,comp_state
18,reflected the sunlight diamonds,None,0,comp_state
18,beeped old cars,Some,3,comp_state
18,rolled toy cars,Some,3,comp_state
19,fell down shelves,Some,6,comp_state
19,exploded CDs,Some,10,comp_state
19,broke sunglasses,Some,6,comp_state
19,stopped cars,Some,9,comp_state
19,decomposed banana peels,None,0,comp_state
19,ripped shirts,All,15,comp_state
19,landed flat pancakes,All,15,comp_state
19,beeped old cars,Some,11,comp_state
19,honked bicyclists,None,0,comp_state
19,melted pencils,Some,11,comp_state
19,burnt matches,None,0,comp_state
19,froze berries,Some,9,comp_state
19,rolled wheelchairs,Some,7,comp_state
19,reflected the sunlight diamonds,None,0,comp_state
19,rhymed poems,All,15,comp_state
19,stuck sequins,None,0,comp_state
19,blew away hats,Some,8,comp_state
19,had the letter Z in them birthday cards,All,15,comp_state
19,ate the seeds dogs,All,15,comp_state
19,popped bubbles,Some,6,comp_state
20,had the letter Z in them novels,Some,5,comp_state
20,popped bubbles,Some,8,comp_state
20,were green clovers,All,10,comp_state
20,froze bottles of hand soap,All,7,comp_state
20,broke logs,None,8,comp_state
20,burnt matches,Some,10,comp_state
20,exploded balls of tin foil,Some,6,comp_state
20,reflected the sunlight mirrors,Some,12,comp_state
20,rolled shopping carts,All,15,comp_state
20,stopped cars,Some,12,comp_state
20,beeped old cars,Some,8,comp_state
20,ate the seeds birds,Some,13,comp_state
20,got stained white carpets,Some,11,comp_state
20,stuck sequins,All,15,comp_state
20,decomposed pinecones,None,0,comp_state
20,lit up computers,None,0,comp_state
20,melted ice cubes,None,0,comp_state
20,exploded fireworks,Some,9,comp_state
20,stuck to the wall pieces of gum,None,12,comp_state
20,landed flat notebooks,All,15,comp_state
21,broke sunglasses,Some,9,comp_state
21,lit up computers,All,15,comp_state
21,rhymed limericks,Some,6,comp_state
21,exploded candles,None,0,comp_state
21,stuck to the wall pieces of gum,None,0,comp_state
21,popped bubbles,Some,7,comp_state
21,reflected the sunlight phone screens,Some,6,comp_state
21,decomposed banana peels,Some,6,comp_state
21,ran out of batteries laptops,Some,8,comp_state
21,fell down block towers,All,15,comp_state
21,ripped shirts,None,0,comp_state
21,stuck beads,Some,8,comp_state
21,beeped new cars,None,0,comp_state
21,flashed webcams,Some,7,comp_state
21,had the letter Z in them love notes,All,15,comp_state
21,were green strawberries,None,0,comp_state
21,stopped motorcycles,Some,8,comp_state
21,got stained white tablecloths,All,15,comp_state
21,sank balloons,All,15,comp_state
21,froze berries,Some,8,comp_state
22,ripped shoes,Some,8,comp_state
22,were green bananas,Some,8,comp_state
22,landed flat notebooks,Some,8,comp_state
22,rhymed songs,None,0,comp_state
22,honked bus drivers,Some,8,comp_state
22,froze chocolate bars,All,15,comp_state
22,blew away napkins,All,15,comp_state
22,popped bubbles,None,0,comp_state
22,ate the seeds dogs,Some,8,comp_state
22,broke boxes,None,0,comp_state
22,stuck to the wall cakes,None,0,comp_state
22,decomposed banana peels,Some,8,comp_state
22,melted pencils,Some,8,comp_state
22,fell down card towers,All,15,comp_state
22,lit up cd-players,None,0,comp_state
22,flashed phones,Some,8,comp_state
22,dissolved carrots,Some,3,comp_state
22,rolled shopping carts,Some,8,comp_state
22,stopped motorcycles,All,15,comp_state
22,exploded candles,All,15,comp_state
23,stopped motorcycles,All,15,comp_state
23,rhymed songs,Some,9,comp_state
23,exploded balls of tin foil,All,15,comp_state
23,beeped new cars,None,0,comp_state
23,froze chocolate bars,Some,15,comp_state
23,exploded gas tanks,All,15,comp_state
23,ran out of batteries bike lights,None,0,comp_state
23,stuck sequins,All,15,comp_state
23,melted pencils,None,0,comp_state
23,sank cups,Some,9,comp_state
23,reflected the sunlight diamonds,Some,11,comp_state
23,flashed phones,None,0,comp_state
23,decomposed soda cans,All,15,comp_state
23,burnt rocks,Some,11,comp_state
23,had the letter Z in them love notes,Some,7,comp_state
23,fell down shelves,None,0,comp_state
23,ripped books,Some,12,comp_state
23,ate the seeds dogs,Some,8,comp_state
23,honked bus drivers,Some,4,comp_state
23,laughed kids,Some,10,comp_state
24,ripped shirts,Some,8,comp_state
24,beeped houses,All,10,comp_state
24,had the letter Z in them birthday cards,Some,11,comp_state
24,stuck to the wall cakes,Some,6,comp_state
24,stuck stickers,Some,8,comp_state
24,stopped cars,Some,2,comp_state
24,rhymed poems,Some,12,comp_state
24,exploded gas tanks,All,8,comp_state
24,were green bananas,Some,6,comp_state
24,blew away backpacks,None,4,comp_state
24,honked bicyclists,None,7,comp_state
24,reflected the sunlight mirrors,None,14,comp_state
24,sank cups,Some,10,comp_state
24,rolled shopping carts,None,9,comp_state
24,got stained white carpets,Some,6,comp_state
24,fell down block towers,Some,11,comp_state
24,flashed cameras,All,7,comp_state
24,exploded eggs,None,9,comp_state
24,ate the seeds butterflies,All,9,comp_state
24,lit up computers,All,10,comp_state
25,ate the seeds butterflies,None,6,comp_state
25,landed flat coins,None,8,comp_state
25,lit up computers,Some,6,comp_state
25,stuck beads,Some,9,comp_state
25,burnt books,Some,6,comp_state
25,decomposed pinecones,Some,9,comp_state
25,popped eggs,None,9,comp_state
25,blew away napkins,All,8,comp_state
25,dissolved sugar cubes,All,4,comp_state
25,melted ice cubes,Some,7,comp_state
25,froze chocolate bars,All,3,comp_state
25,fell down shelves,Some,9,comp_state
25,were green clovers,All,8,comp_state
25,got stained white carpets,None,8,comp_state
25,beeped old cars,None,5,comp_state
25,stopped motorcycles,Some,13,comp_state
25,rolled wheelchairs,Some,8,comp_state
25,exploded balls of tin foil,Some,11,comp_state
25,broke logs,Some,4,comp_state
25,laughed comedians,All,9,comp_state
26,flashed phones,All,15,comp_state
26,honked bus drivers,Some,7,comp_state
26,dissolved oreos,Some,8,comp_state
26,exploded candles,All,15,comp_state
26,ripped shirts,Some,6,comp_state
26,broke sunglasses,Some,5,comp_state
26,got stained white carpets,All,15,comp_state
26,reflected the sunlight mirrors,None,0,comp_state
26,froze bottles of hand soap,Some,10,comp_state
26,landed flat notebooks,Some,5,comp_state
26,popped balloons,Some,11,comp_state
26,rolled toy cars,None,0,comp_state
26,decomposed pinecones,Some,4,comp_state
26,lit up computers,All,15,comp_state
26,fell down shelves,Some,6,comp_state
26,beeped old cars,None,0,comp_state
26,stuck to the wall baseballs,None,0,comp_state
26,were green strawberries,All,15,comp_state
26,exploded balls of tin foil,Some,6,comp_state
26,stopped bicycles,None,0,comp_state
27,froze chocolate bars,Some,8,comp_state
27,sank balloons,All,15,comp_state
27,exploded gas tanks,Some,5,comp_state
27,stuck to the wall pieces of gum,All,15,comp_state
27,rolled wheelchairs,Some,7,comp_state
27,ran out of batteries phones,Some,9,comp_state
27,melted crayons,None,0,comp_state
27,rhymed limericks,All,15,comp_state
27,stopped bicycles,None,0,comp_state
27,reflected the sunlight diamonds,Some,12,comp_state
27,laughed comedians,All,15,comp_state
27,lit up cd-players,None,0,comp_state
27,flashed cameras,Some,10,comp_state
27,landed flat coins,None,0,comp_state
27,fell down shelves,None,0,comp_state
27,ripped books,All,15,comp_state
27,got stained white tablecloths,Some,8,comp_state
27,were green bananas,Some,10,comp_state
27,had the letter Z in them love notes,Some,5,comp_state
27,broke boxes,Some,8,comp_state
28,stuck beads,Some,7,comp_state
28,rhymed poems,Some,6,comp_state
28,beeped new cars,All,15,comp_state
28,sank marbles,Some,7,comp_state
28,ran out of batteries phones,None,0,comp_state
28,lit up computers,Some,8,comp_state
28,broke boxes,Some,7,comp_state
28,honked bicyclists,None,0,comp_state
28,fell down shelves,None,0,comp_state
28,exploded balls of tin foil,All,15,comp_state
28,flashed webcams,All,15,comp_state
28,melted ice cubes,All,15,comp_state
28,were green strawberries,Some,7,comp_state
28,stopped bicycles,All,15,comp_state
28,dissolved sugar cubes,None,0,comp_state
28,ate the seeds butterflies,Some,8,comp_state
28,had the letter Z in them love notes,Some,5,comp_state
28,ripped shirts,Some,8,comp_state
28,got stained white tablecloths,Some,6,comp_state
28,decomposed banana peels,None,0,comp_state
29,broke sunglasses,Some,12,comp_state
29,melted pencils,All,15,comp_state
29,burnt rocks,None,0,comp_state
29,rolled toy cars,None,0,comp_state
29,had the letter Z in them birthday cards,All,15,comp_state
29,stuck to the wall pieces of gum,None,0,comp_state
29,decomposed pinecones,Some,9,comp_state
29,fell down shelves,All,15,comp_state
29,honked bus drivers,All,15,comp_state
29,blew away backpacks,All,15,comp_state
29,stuck sequins,Some,11,comp_state
29,landed flat coins,None,0,comp_state
29,reflected the sunlight diamonds,None,0,comp_state
29,beeped old cars,Some,5,comp_state
29,ate the seeds birds,Some,10,comp_state
29,ran out of batteries laptops,Some,11,comp_state
29,exploded balls of tin foil,Some,6,comp_state
29,got stained white tablecloths,Some,11,comp_state
29,exploded fireworks,Some,12,comp_state
29,ripped books,Some,9,comp_state
30,stuck to the wall cakes,Some,8,comp_state
30,sank cups,Some,8,comp_state
30,reflected the sunlight diamonds,None,0,comp_state
30,blew away backpacks,None,0,comp_state
30,stopped bicycles,All,15,comp_state
30,had the letter Z in them love notes,None,0,comp_state
30,flashed phones,All,15,comp_state
30,melted crayons,Some,8,comp_state
30,exploded CDs,None,0,comp_state
30,dissolved oreos,Some,8,comp_state
30,burnt rocks,Some,5,comp_state
30,rolled shopping carts,All,15,comp_state
30,landed flat notebooks,None,0,comp_state
30,broke sunglasses,Some,9,comp_state
30,were green bananas,All,15,comp_state
30,rhymed limericks,Some,8,comp_state
30,popped bubbles,Some,10,comp_state
30,exploded candles,Some,5,comp_state
30,decomposed soda cans,All,15,comp_state
30,honked bicyclists,Some,2,comp_state
31,stuck sequins,All,15,comp_state
31,melted pencils,Some,4,comp_state
31,were green bananas,Some,9,comp_state
31,froze berries,Some,10,comp_state
31,stopped bicycles,None,0,comp_state
31,laughed lawyers,Some,10,comp_state
31,had the letter Z in them novels,All,15,comp_state
31,got stained white tablecloths,Some,8,comp_state
31,burnt matches,None,0,comp_state
31,ripped shoes,None,0,comp_state
31,popped eggs,Some,7,comp_state
31,exploded balls of tin foil,Some,8,comp_state
31,ran out of batteries laptops,All,15,comp_state
31,beeped old cars,None,0,comp_state
31,fell down block towers,All,15,comp_state
31,stuck to the wall baseballs,All,15,comp_state
31,decomposed soda cans,Some,5,comp_state
31,landed flat notebooks,None,0,comp_state
31,broke boxes,Some,10,comp_state
31,lit up flashlights,Some,8,comp_state
32,stopped motorcycles,Some,15,comp_state
32,stuck to the wall pieces of gum,Some,7,comp_state
32,ate the seeds dogs,All,15,comp_state
32,blew away napkins,All,15,comp_state
32,popped bubbles,Some,15,comp_state
32,flashed phones,All,15,comp_state
32,dissolved oreos,None,0,comp_state
32,rhymed poems,None,0,comp_state
32,melted crayons,None,10,comp_state
32,stuck beads,Some,10,comp_state
32,landed flat notebooks,Some,8,comp_state
32,broke boxes,All,15,comp_state
32,reflected the sunlight phone screens,Some,15,comp_state
32,rolled shopping carts,Some,8,comp_state
32,ran out of batteries laptops,Some,10,comp_state
32,had the letter Z in them novels,Some,4,comp_state
32,were green strawberries,Some,7,comp_state
32,beeped houses,All,15,comp_state
32,decomposed pinecones,None,8,comp_state
32,lit up cd-players,None,0,comp_state
33,sank cups,All,15,comp_state
33,beeped old cars,Some,5,comp_state
33,exploded fireworks,None,0,comp_state
33,blew away backpacks,None,0,comp_state
33,were green bananas,All,15,comp_state
33,broke boxes,None,0,comp_state
33,ran out of batteries bike lights,Some,5,comp_state
33,burnt books,All,15,comp_state
33,popped balloons,Some,15,comp_state
33,ripped shirts,None,0,comp_state
33,laughed comedians,Some,5,comp_state
33,decomposed banana peels,All,15,comp_state
33,rhymed limericks,Some,5,comp_state
33,had the letter Z in them novels,Some,5,comp_state
33,fell down card towers,None,0,comp_state
33,dissolved oreos,All,15,comp_state
33,stopped bicycles,Some,5,comp_state
33,flashed phones,Some,5,comp_state
33,honked taxi drivers,Some,5,comp_state
33,ate the seeds birds,Some,5,comp_state
34,had the letter Z in them novels,None,0,comp_state
34,landed flat notebooks,Some,5,comp_state
34,exploded candles,All,15,comp_state
34,rolled wheelchairs,None,0,comp_state
34,dissolved sugar cubes,Some,5,comp_state
34,exploded eggs,All,15,comp_state
34,fell down card towers,All,15,comp_state
34,decomposed banana peels,None,0,comp_state
34,stuck to the wall baseballs,Some,5,comp_state
34,froze bottles of hand soap,All,15,comp_state
34,burnt matches,None,0,comp_state
34,melted ice cubes,None,0,comp_state
34,honked taxi drivers,Some,5,comp_state
34,rhymed limericks,Some,5,comp_state
34,blew away backpacks,Some,5,comp_state
34,stuck sequins,Some,5,comp_state
34,got stained white carpets,Some,5,comp_state
34,lit up cd-players,Some,5,comp_state
34,reflected the sunlight diamonds,Some,5,comp_state
34,were green bananas,All,15,comp_state
35,exploded gas tanks,All,15,comp_state
35,rolled wheelchairs,Some,8,comp_state
35,lit up cd-players,All,15,comp_state
35,were green bananas,All,15,comp_state
35,beeped houses,Some,8,comp_state
35,stuck sequins,Some,8,comp_state
35,popped eggs,Some,8,comp_state
35,fell down block towers,Some,8,comp_state
35,ripped shirts,None,0,comp_state
35,stuck to the wall baseballs,None,0,comp_state
35,honked bicyclists,All,15,comp_state
