Item	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
exploded balls of tin foil	0.0606061	0.0303030	0.0303030	0.0303030	0.0303030	0.0606061	0.0303030	0.0303030	0.0303030	0.0606061	0.0303030	0.0303030	0.0303030	0.0606061	0.0606061	0.3939394
exploded candles	0.5428571	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714
exploded CDs	0.2162162	0.0270270	0.0270270	0.0540541	0.0540541	0.0540541	0.0540541	0.0270270	0.0270270	0.0270270	0.0270270	0.1081081	0.0270270	0.0270270	0.0810811	0.1621622
exploded eggs	0.1142857	0.0571429	0.0285714	0.0571429	0.0285714	0.0571429	0.0285714	0.0285714	0.0857143	0.0571429	0.1142857	0.0285714	0.0571429	0.0285714	0.0285714	0.2000000
exploded fireworks	0.0555556	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.1111111	0.0555556	0.0555556	0.1111111	0.1111111	0.2500000
exploded gas tanks	0.0571429	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0857143	0.0285714	0.0285714	0.0571429	0.4571429
fell down block towers	0.0243902	0.0243902	0.0243902	0.0487805	0.0487805	0.0243902	0.0243902	0.0487805	0.0487805	0.0243902	0.0487805	0.0731707	0.0975610	0.0487805	0.0487805	0.3414634
fell down card towers	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0294118	0.0588235	0.5000000
fell down shelves	0.0625000	0.0625000	0.0625000	0.0937500	0.0625000	0.0625000	0.0625000	0.0312500	0.0312500	0.1250000	0.0937500	0.0625000	0.0937500	0.0312500	0.0312500	0.0312500
flashed cameras	0.0333333	0.0666667	0.0333333	0.0333333	0.0666667	0.0333333	0.0333333	0.0333333	0.2000000	0.1000000	0.1000000	0.0333333	0.1000000	0.0333333	0.0333333	0.0666667
flashed phones	0.0285714	0.0285714	0.0285714	0.0571429	0.0285714	0.0857143	0.0571429	0.0285714	0.1714286	0.0571429	0.0857143	0.0857143	0.0285714	0.0285714	0.0571429	0.1428571
flashed webcams	0.1463415	0.0487805	0.0731707	0.0487805	0.0487805	0.1219512	0.0243902	0.0975610	0.0975610	0.0487805	0.0975610	0.0243902	0.0243902	0.0243902	0.0243902	0.0487805
froze berries	0.0232558	0.0232558	0.0232558	0.0232558	0.0232558	0.0232558	0.0232558	0.0232558	0.0232558	0.0232558	0.0232558	0.0232558	0.0232558	0.0232558	0.0232558	0.6511628
froze bottles of hand soap	0.0645161	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0645161	0.0322581	0.0322581	0.0322581	0.0645161	0.0322581	0.4193548
froze chocolate bars	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0625000	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0625000	0.0312500	0.4687500
got stained white carpets	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.0571429	0.0571429	0.0285714	0.0285714	0.0285714	0.0285714	0.4857143
got stained white shirts	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.5161290
got stained white tablecloths	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.1000000	0.0250000	0.5500000
had the letter Z in them birthday cards	0.1081081	0.1081081	0.1621622	0.0540541	0.0810811	0.0810811	0.0810811	0.0540541	0.0540541	0.0270270	0.0540541	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270
had the letter Z in them love notes	0.0606061	0.0606061	0.1515152	0.1212121	0.0909091	0.0303030	0.0303030	0.0606061	0.0606061	0.0303030	0.0606061	0.0909091	0.0303030	0.0606061	0.0303030	0.0303030
had the letter Z in them novels	0.0285714	0.0285714	0.0571429	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.0285714	0.0285714	0.0285714	0.0571429	0.0285714	0.0285714	0.0285714	0.4857143
honked bicyclists	0.2432432	0.0810811	0.0270270	0.0270270	0.0270270	0.0540541	0.0540541	0.0540541	0.1081081	0.0270270	0.0810811	0.0270270	0.0810811	0.0270270	0.0270270	0.0540541
honked bus drivers	0.0540541	0.0270270	0.0270270	0.0540541	0.0270270	0.0540541	0.0540541	0.0540541	0.0540541	0.0540541	0.1351351	0.0540541	0.1081081	0.1081081	0.0270270	0.1081081
honked taxi drivers	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0937500	0.0312500	0.0312500	0.0625000	0.0625000	0.1250000	0.1562500	0.1250000	0.0937500
landed flat coins	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0540541	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0540541	0.5405405
landed flat notebooks	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.0571429	0.0285714	0.0285714	0.1142857	0.0571429	0.0285714	0.0285714	0.0285714	0.1428571	0.2857143
landed flat pancakes	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.1142857	0.0571429	0.0285714	0.0857143	0.0857143	0.0857143	0.0571429	0.2571429
laughed comedians	0.0270270	0.0270270	0.0270270	0.0540541	0.0270270	0.1081081	0.0540541	0.0540541	0.1081081	0.1081081	0.0810811	0.0810811	0.0540541	0.0540541	0.0540541	0.0810811
laughed kids	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0882353	0.0882353	0.0588235	0.1470588	0.0588235	0.1470588	0.0588235	0.1176471	0.0294118	0.0294118	0.0294118
laughed lawyers	0.0555556	0.0277778	0.0277778	0.0555556	0.0277778	0.0833333	0.0277778	0.1388889	0.1944444	0.0555556	0.0833333	0.0833333	0.0555556	0.0277778	0.0277778	0.0277778
lit up cd-players	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0512821	0.0512821	0.0512821	0.0256410	0.1282051	0.1025641	0.1025641	0.2820513
lit up computers	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0625000	0.0625000	0.0312500	0.0312500	0.0312500	0.0625000	0.1250000	0.3437500
lit up flashlights	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0555556	0.0277778	0.0555556	0.1111111	0.0555556	0.0277778	0.0555556	0.1111111	0.3055556
melted crayons	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0294118	0.0294118	0.0882353	0.1176471	0.0294118	0.3823529
melted ice cubes	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0555556	0.0277778	0.5555556
melted pencils	0.4594595	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0810811	0.0270270	0.0270270	0.0270270	0.0540541	0.0270270	0.0270270	0.0540541	0.0270270	0.0540541
popped balloons	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0512821	0.0256410	0.0256410	0.0512821	0.1282051	0.4615385
popped bubbles	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0882353	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.4705882
popped eggs	0.2058824	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0294118	0.0882353	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0882353	0.2058824
ran out of batteries bike lights	0.0588235	0.0294118	0.0294118	0.0588235	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0882353	0.0294118	0.0294118	0.0882353	0.0588235	0.0882353	0.2647059
ran out of batteries laptops	0.0303030	0.0303030	0.0303030	0.0303030	0.0303030	0.0303030	0.0303030	0.0606061	0.0606061	0.0909091	0.0303030	0.0303030	0.0303030	0.0909091	0.1212121	0.2727273
ran out of batteries phones	0.0250000	0.0250000	0.0250000	0.1000000	0.0750000	0.0250000	0.0500000	0.0500000	0.1000000	0.0750000	0.1000000	0.0250000	0.1000000	0.0500000	0.0250000	0.1500000
reflected the sunlight diamonds	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0750000	0.0500000	0.0500000	0.5250000
reflected the sunlight mirrors	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0625000	0.0312500	0.0312500	0.0625000	0.0937500	0.0312500	0.0625000	0.3750000
reflected the sunlight phone screens	0.0303030	0.0303030	0.0303030	0.0303030	0.0606061	0.0303030	0.0303030	0.0303030	0.0606061	0.0303030	0.0606061	0.0303030	0.0303030	0.0303030	0.0909091	0.3939394
rhymed limericks	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0512821	0.0256410	0.0512821	0.0512821	0.0512821	0.0512821	0.0769231	0.1025641	0.3589744
rhymed poems	0.0263158	0.0263158	0.0526316	0.0263158	0.0263158	0.0263158	0.0263158	0.0789474	0.0789474	0.1052632	0.1052632	0.0526316	0.0263158	0.1315789	0.0526316	0.1578947
rhymed songs	0.0357143	0.0357143	0.0357143	0.0714286	0.0357143	0.0357143	0.0714286	0.0357143	0.1785714	0.0357143	0.0357143	0.0714286	0.1428571	0.0357143	0.1071429	0.0357143
ripped books	0.0270270	0.0540541	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.1081081	0.1351351	0.0540541	0.0810811	0.0540541	0.2702703
ripped shirts	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.0285714	0.0285714	0.1142857	0.0285714	0.0857143	0.0285714	0.0571429	0.1428571	0.0857143	0.2000000
ripped shoes	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0882353	0.0588235	0.1176471	0.0882353	0.0882353	0.1176471	0.0294118	0.1470588
rolled shopping carts	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.0571429	0.0285714	0.0285714	0.0285714	0.0857143	0.0285714	0.1142857	0.3714286
rolled toy cars	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0555556	0.0277778	0.0277778	0.0555556	0.0833333	0.0555556	0.0277778	0.0555556	0.4166667
rolled wheelchairs	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0857143	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.4857143
sank balloons	0.5263158	0.0263158	0.0526316	0.0263158	0.0263158	0.0263158	0.0263158	0.0263158	0.0263158	0.0263158	0.0526316	0.0263158	0.0526316	0.0263158	0.0263158	0.0263158
sank cups	0.1621622	0.0540541	0.0270270	0.0540541	0.0270270	0.0270270	0.0540541	0.0810811	0.0810811	0.0270270	0.0540541	0.0270270	0.0810811	0.0270270	0.0270270	0.1891892
sank marbles	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0645161	0.0322581	0.0645161	0.0322581	0.0322581	0.0322581	0.0645161	0.4193548
stopped bicycles	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0857143	0.0285714	0.1428571	0.4000000
stopped cars	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0810811	0.0540541	0.0270270	0.0540541	0.0270270	0.0540541	0.4594595
stopped motorcycles	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.1470588	0.3823529
stuck beads	0.0344828	0.0344828	0.0344828	0.0344828	0.0344828	0.0689655	0.0344828	0.0344828	0.0689655	0.1034483	0.0344828	0.1034483	0.0344828	0.1379310	0.0689655	0.1379310
stuck sequins	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.0857143	0.0571429	0.0571429	0.1428571	0.3142857
stuck stickers	0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0487805	0.0731707	0.0731707	0.0487805	0.4878049
stuck to the wall baseballs	0.5135135	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0540541	0.0810811	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270
stuck to the wall cakes	0.1111111	0.1388889	0.1111111	0.0833333	0.0277778	0.0833333	0.0277778	0.0277778	0.0833333	0.0277778	0.0277778	0.0833333	0.0277778	0.0555556	0.0277778	0.0555556
stuck to the wall pieces of gum	0.0606061	0.0606061	0.0606061	0.0606061	0.0303030	0.1515152	0.0303030	0.0909091	0.0606061	0.0909091	0.0606061	0.0606061	0.0303030	0.0303030	0.0303030	0.0909091
were green bananas	0.0588235	0.0294118	0.1176471	0.0588235	0.0588235	0.1176471	0.1470588	0.0882353	0.0882353	0.0294118	0.0588235	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118
were green clovers	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0294118	0.0294118	0.0294118	0.0588235	0.0588235	0.4705882
were green strawberries	0.2105263	0.0789474	0.0263158	0.0789474	0.0526316	0.0526316	0.0526316	0.1315789	0.1052632	0.0263158	0.0263158	0.0526316	0.0263158	0.0263158	0.0263158	0.0263158
