0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
0.0606061	0.0606061	0.1515152	0.1212121	0.0909091	0.0303030	0.0303030	0.0606061	0.0606061	0.0303030	0.0606061	0.0909091	0.0303030	0.0606061	0.0303030	0.0303030
0.0285714	0.0285714	0.0571429	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.0285714	0.0285714	0.0285714	0.0571429	0.0285714	0.0285714	0.0285714	0.4857143
0.2432432	0.0810811	0.0270270	0.0270270	0.0270270	0.0540541	0.0540541	0.0540541	0.1081081	0.0270270	0.0810811	0.0270270	0.0810811	0.0270270	0.0270270	0.0540541
0.0540541	0.0270270	0.0270270	0.0540541	0.0270270	0.0540541	0.0540541	0.0540541	0.0540541	0.0540541	0.1351351	0.0540541	0.1081081	0.1081081	0.0270270	0.1081081
0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0937500	0.0312500	0.0312500	0.0625000	0.0625000	0.1250000	0.1562500	0.1250000	0.0937500
0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0540541	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0540541	0.5405405
0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.0571429	0.0285714	0.0285714	0.1142857	0.0571429	0.0285714	0.0285714	0.0285714	0.1428571	0.2857143
0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.1142857	0.0571429	0.0285714	0.0857143	0.0857143	0.0857143	0.0571429	0.2571429
0.0270270	0.0270270	0.0270270	0.0540541	0.0270270	0.1081081	0.0540541	0.0540541	0.1081081	0.1081081	0.0810811	0.0810811	0.0540541	0.0540541	0.0540541	0.0810811
0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0882353	0.0882353	0.0588235	0.1470588	0.0588235	0.1470588	0.0588235	0.1176471	0.0294118	0.0294118	0.0294118
0.0555556	0.0277778	0.0277778	0.0555556	0.0277778	0.0833333	0.0277778	0.1388889	0.1944444	0.0555556	0.0833333	0.0833333	0.0555556	0.0277778	0.0277778	0.0277778
0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0512821	0.0512821	0.0512821	0.0256410	0.1282051	0.1025641	0.1025641	0.2820513
0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0625000	0.0625000	0.0312500	0.0312500	0.0312500	0.0625000	0.1250000	0.3437500
0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0555556	0.0277778	0.0555556	0.1111111	0.0555556	0.0277778	0.0555556	0.1111111	0.3055556
0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0294118	0.0294118	0.0882353	0.1176471	0.0294118	0.3823529
0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0555556	0.0277778	0.5555556
0.4594595	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0810811	0.0270270	0.0270270	0.0270270	0.0540541	0.0270270	0.0270270	0.0540541	0.0270270	0.0540541
0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0512821	0.0256410	0.0256410	0.0512821	0.1282051	0.4615385
0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0882353	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.4705882
0.2058824	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0294118	0.0882353	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0882353	0.2058824
0.0588235	0.0294118	0.0294118	0.0588235	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0882353	0.0294118	0.0294118	0.0882353	0.0588235	0.0882353	0.2647059
0.0303030	0.0303030	0.0303030	0.0303030	0.0303030	0.0303030	0.0303030	0.0606061	0.0606061	0.0909091	0.0303030	0.0303030	0.0303030	0.0909091	0.1212121	0.2727273
0.0250000	0.0250000	0.0250000	0.1000000	0.0750000	0.0250000	0.0500000	0.0500000	0.1000000	0.0750000	0.1000000	0.0250000	0.1000000	0.0500000	0.0250000	0.1500000
0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0250000	0.0750000	0.0500000	0.0500000	0.5250000
0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0312500	0.0625000	0.0312500	0.0312500	0.0625000	0.0937500	0.0312500	0.0625000	0.3750000
0.0303030	0.0303030	0.0303030	0.0303030	0.0606061	0.0303030	0.0303030	0.0303030	0.0606061	0.0303030	0.0606061	0.0303030	0.0303030	0.0303030	0.0909091	0.3939394
0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0256410	0.0512821	0.0256410	0.0512821	0.0512821	0.0512821	0.0512821	0.0769231	0.1025641	0.3589744
0.0263158	0.0263158	0.0526316	0.0263158	0.0263158	0.0263158	0.0263158	0.0789474	0.0789474	0.1052632	0.1052632	0.0526316	0.0263158	0.1315789	0.0526316	0.1578947
0.0357143	0.0357143	0.0357143	0.0714286	0.0357143	0.0357143	0.0714286	0.0357143	0.1785714	0.0357143	0.0357143	0.0714286	0.1428571	0.0357143	0.1071429	0.0357143
0.0270270	0.0540541	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.1081081	0.1351351	0.0540541	0.0810811	0.0540541	0.2702703
0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.0285714	0.0285714	0.1142857	0.0285714	0.0857143	0.0285714	0.0571429	0.1428571	0.0857143	0.2000000
0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0882353	0.0588235	0.1176471	0.0882353	0.0882353	0.1176471	0.0294118	0.1470588
0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.0571429	0.0285714	0.0285714	0.0285714	0.0857143	0.0285714	0.1142857	0.3714286
0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0277778	0.0555556	0.0277778	0.0277778	0.0555556	0.0833333	0.0555556	0.0277778	0.0555556	0.4166667
0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0857143	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.4857143
0.5263158	0.0263158	0.0526316	0.0263158	0.0263158	0.0263158	0.0263158	0.0263158	0.0263158	0.0263158	0.0526316	0.0263158	0.0526316	0.0263158	0.0263158	0.0263158
0.1621622	0.0540541	0.0270270	0.0540541	0.0270270	0.0270270	0.0540541	0.0810811	0.0810811	0.0270270	0.0540541	0.0270270	0.0810811	0.0270270	0.0270270	0.1891892
0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0322581	0.0645161	0.0322581	0.0645161	0.0322581	0.0322581	0.0322581	0.0645161	0.4193548
0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0857143	0.0285714	0.1428571	0.4000000
0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0810811	0.0540541	0.0270270	0.0540541	0.0270270	0.0540541	0.4594595
0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.1470588	0.3823529
0.0344828	0.0344828	0.0344828	0.0344828	0.0344828	0.0689655	0.0344828	0.0344828	0.0689655	0.1034483	0.0344828	0.1034483	0.0344828	0.1379310	0.0689655	0.1379310
0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0285714	0.0571429	0.0857143	0.0571429	0.0571429	0.1428571	0.3142857
0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0243902	0.0487805	0.0731707	0.0731707	0.0487805	0.4878049
0.5135135	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0540541	0.0810811	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270	0.0270270
0.1111111	0.1388889	0.1111111	0.0833333	0.0277778	0.0833333	0.0277778	0.0277778	0.0833333	0.0277778	0.0277778	0.0833333	0.0277778	0.0555556	0.0277778	0.0555556
0.0606061	0.0606061	0.0606061	0.0606061	0.0303030	0.1515152	0.0303030	0.0909091	0.0606061	0.0909091	0.0606061	0.0606061	0.0303030	0.0303030	0.0303030	0.0909091
0.0588235	0.0294118	0.1176471	0.0588235	0.0588235	0.1176471	0.1470588	0.0882353	0.0882353	0.0294118	0.0588235	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118
0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0294118	0.0588235	0.0294118	0.0294118	0.0294118	0.0588235	0.0588235	0.4705882
0.2105263	0.0789474	0.0263158	0.0789474	0.0526316	0.0526316	0.0526316	0.1315789	0.1052632	0.0263158	0.0263158	0.0526316	0.0263158	0.0263158	0.0263158	0.0263158
