Item	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
burnt rocks	0.507693307692308	0.0307702307692308	0.0615394615384615	0.0307702307692308	0.0307702307692308	1e-06	0.0307702307692308	0.0153856153846154	0.0461548461538462	1e-06	1e-06	0.0153856153846154	0.0153856153846154	0.0153856153846154	0.0153856153846154	0.184616384615385
decomposed banana peels	0.0169501525423729	0.0169501525423729	1e-06	0.0169501525423729	1e-06	1e-06	1e-06	1e-06	0.0169501525423729	0.0169501525423729	0.0508484576271186	0.0677976101694915	0.0508484576271186	0.0169501525423729	0.0508484576271186	0.677967101694915
decomposed pinecones	0.156863745098039	1e-06	0.0196088431372549	0.0196088431372549	0.0392166862745098	0.0196088431372549	1e-06	1e-06	0.117648058823529	0.0196088431372549	0.0784323725490196	0.0588245294117647	0.0980402156862745	0.0588245294117647	0.0392166862745098	0.274510803921569
decomposed soda cans	0.753624188405797	0.0144937536231884	1e-06	0.0289865072463768	0.0289865072463768	0.0144937536231884	1e-06	0.0289865072463768	1e-06	0.0289865072463768	1e-06	0.0144937536231884	1e-06	0.0289865072463768	0.0144937536231884	0.0434792608695652
dissolved carrots	0.821429571428571	0.0178581428571429	0.0357152857142857	1e-06	0.0178581428571429	0.0178581428571429	1e-06	0.0178581428571429	0.0178581428571429	0.0178581428571429	1e-06	0.0178581428571429	1e-06	0.0178581428571429	1e-06	1e-06
dissolved oreos	0.145162290322581	1e-06	0.0161300322580645	0.032259064516129	1e-06	1e-06	1e-06	0.0161300322580645	0.0483880967741935	0.0161300322580645	0.0483880967741935	0.0483880967741935	0.0645171290322581	0.032259064516129	0.0483880967741935	0.483871967741935
dissolved sugar cubes	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0327878852459016	1e-06	0.0163944426229508	1e-06	0.0327878852459016	0.0327878852459016	1e-06	0.0491813278688525	0.0163944426229508	0.819673131147541
exploded balls of tin foil	0.117648058823529	0.0196088431372549	1e-06	1e-06	1e-06	0.0588245294117647	1e-06	1e-06	0.0588245294117647	0.0196088431372549	1e-06	0.0392166862745098	0.0392166862745098	0.0392166862745098	0.0392166862745098	0.568628450980392
exploded candles	0.859650122807018	0.0350887192982456	1e-06	1e-06	0.0175448596491228	1e-06	1e-06	1e-06	0.0350887192982456	0.0175448596491228	0.0175448596491228	1e-06	1e-06	1e-06	1e-06	0.0175448596491228
exploded CDs	0.295082967213115	0.0327878852459016	1e-06	0.0163944426229508	0.0327878852459016	0.0327878852459016	0.0655747704918033	0.0163944426229508	1e-06	0.0327878852459016	1e-06	0.0819682131147541	0.0163944426229508	0.0163944426229508	0.0655747704918033	0.295082967213115
exploded eggs	0.0909100909090909	0.0303040303030303	1e-06	0.0151525151515152	0.0151525151515152	0.151516151515152	0.0151525151515152	0.0151525151515152	0.0757585757575758	0.0151525151515152	0.0757585757575758	0.0454555454545455	0.0757585757575758	0.0151525151515152	0.0151525151515152	0.348485848484848
exploded fireworks	0.0153856153846154	1e-06	1e-06	0.0153856153846154	1e-06	1e-06	1e-06	0.0153856153846154	1e-06	1e-06	0.107693307692308	0.0307702307692308	0.0769240769230769	0.138462538461538	0.184616384615385	0.415385615384615
exploded gas tanks	0.0175448596491228	1e-06	1e-06	0.0350887192982456	0.0175448596491228	1e-06	1e-06	0.0175448596491228	0.0175448596491228	0.0175448596491228	0.0175448596491228	0.0526325789473684	0.0526325789473684	0.0175448596491228	0.0701764385964912	0.666667666666667
fell down block towers	0.0303040303030303	1e-06	1e-06	0.0151525151515152	0.0151525151515152	0.0151525151515152	1e-06	0.0606070606060606	0.0454555454545455	0.0303040303030303	0.0303040303030303	0.0454555454545455	0.0606070606060606	0.0454555454545455	0.0606070606060606	0.545455545454545
fell down card towers	0.0517251379310345	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0172423793103448	0.0172423793103448	1e-06	1e-06	0.0517251379310345	1e-06	0.0517251379310345	0.810345827586207
fell down shelves	0.0714295714285714	0.0178581428571429	0.0535724285714286	0.0892867142857143	0.142858142857143	0.0535724285714286	0.0714295714285714	0.0535724285714286	0.0714295714285714	0.107143857142857	0.0892867142857143	0.0714295714285714	0.0535724285714286	1e-06	1e-06	0.0535724285714286
flashed cameras	0.0161300322580645	0.0161300322580645	1e-06	0.0161300322580645	0.0483880967741935	0.032259064516129	1e-06	0.032259064516129	0.241936483870968	0.0483880967741935	0.0967751935483871	0.0645171290322581	0.0967751935483871	0.0483880967741935	0.032259064516129	0.209678419354839
flashed phones	0.0517251379310345	1e-06	0.0172423793103448	0.0344837586206897	1e-06	0.0517251379310345	0.0517251379310345	0.0862078965517241	0.172414793103448	0.0517251379310345	0.120690655172414	0.137932034482759	0.0344837586206897	0.0344837586206897	0.0344837586206897	0.120690655172414
flashed webcams	0.288136593220339	0.0169501525423729	0.0508484576271186	0.0169501525423729	0.0338993050847458	0.0677976101694915	0.0508484576271186	0.0508484576271186	0.11864506779661	0.0338993050847458	0.0508484576271186	0.0169501525423729	1e-06	1e-06	1e-06	0.203390830508475
froze berries	1e-06	1e-06	0.0147068823529412	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0294127647058824	0.0147068823529412	1e-06	1e-06	0.0294127647058824	0.0147068823529412	0.897059823529412
froze bottles of hand soap	0.135594220338983	1e-06	1e-06	0.0508484576271186	0.0338993050847458	0.0169501525423729	1e-06	0.0338993050847458	0.0169501525423729	0.0338993050847458	0.0169501525423729	0.0169501525423729	1e-06	0.0338993050847458	1e-06	0.610170491525424
froze chocolate bars	1e-06	1e-06	1e-06	1e-06	1e-06	0.0192317692307692	0.0192317692307692	1e-06	0.0192317692307692	0.0192317692307692	0.0192317692307692	0.0192317692307692	0.0192317692307692	0.0192317692307692	1e-06	0.846154846153846
got stained white carpets	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0149263731343284	0.0149263731343284	0.0149263731343284	0.0447771194029851	0.0298517462686567	1e-06	1e-06	0.0149263731343284	1e-06	0.865672641791045
got stained white shirts	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0434792608695652	1e-06	1e-06	0.0434792608695652	1e-06	0.0217401304347826	0.0434792608695652	0.0652183913043478	0.782609695652174
got stained white tablecloths	1e-06	0.0151525151515152	1e-06	1e-06	1e-06	0.0303040303030303	0.0151525151515152	0.0151525151515152	1e-06	1e-06	0.0151525151515152	1e-06	1e-06	0.0454555454545455	0.0303040303030303	0.833334333333333
had the letter Z in them birthday cards	0.126985126984127	0.26984226984127	0.238096238095238	0.0952390952380952	0.0793660793650794	0.0476200476190476	0.0476200476190476	0.0158740158730159	0.0476200476190476	0.0158740158730159	0.0158740158730159	1e-06	1e-06	1e-06	1e-06	1e-06
had the letter Z in them love notes	0.0909100909090909	0.0545464545454545	0.163637363636364	0.145455545454545	0.0545464545454545	0.0363646363636364	0.0727282727272727	0.0545464545454545	0.0545464545454545	0.0545464545454545	0.0363646363636364	0.0727282727272727	0.0363646363636364	0.0363646363636364	1e-06	0.0363646363636364
had the letter Z in them novels	1e-06	0.050001	0.0333343333333333	0.0166676666666667	1e-06	1e-06	0.0333343333333333	0.0166676666666667	0.0333343333333333	1e-06	0.0166676666666667	0.0666676666666667	0.0166676666666667	1e-06	0.050001	0.666667666666667
honked bicyclists	0.287879787878788	0.121213121212121	0.0151525151515152	0.0303040303030303	0.0303040303030303	0.0303040303030303	0.0303040303030303	0.0454555454545455	0.151516151515152	0.0303040303030303	0.0757585757575758	0.0909100909090909	0.0454555454545455	1e-06	1e-06	0.0151525151515152
honked bus drivers	0.0147068823529412	0.0147068823529412	1e-06	0.0147068823529412	0.0147068823529412	0.102942176470588	0.0294127647058824	0.0735304117647059	0.0735304117647059	0.0147068823529412	0.0882362941176471	0.102942176470588	0.117648058823529	0.117648058823529	0.0294127647058824	0.191177470588235
honked taxi drivers	1e-06	1e-06	0.0222232222222222	1e-06	1e-06	0.0666676666666667	1e-06	0.0888898888888889	0.0222232222222222	0.0444454444444444	0.0666676666666667	0.0888898888888889	0.0888898888888889	0.155556555555556	0.111112111111111	0.244445444444444
landed flat coins	0.0166676666666667	1e-06	0.0166676666666667	1e-06	0.0166676666666667	0.0166676666666667	0.0333343333333333	0.0166676666666667	0.0333343333333333	0.0166676666666667	1e-06	0.0166676666666667	0.0166676666666667	0.0333343333333333	0.0333343333333333	0.733334333333333
landed flat notebooks	1e-06	1e-06	1e-06	0.0153856153846154	0.0153856153846154	0.0307702307692308	0.0153856153846154	0.0461548461538462	0.0307702307692308	0.0769240769230769	0.0461548461538462	0.0307702307692308	0.0769240769230769	0.0923086923076923	0.107693307692308	0.415385615384615
landed flat pancakes	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0181828181818182	0.163637363636364	0.109091909090909	0.0181828181818182	0.127273727272727	0.0727282727272727	0.0909100909090909	0.0727282727272727	0.327273727272727
laughed comedians	0.0163944426229508	1e-06	0.0163944426229508	0.0163944426229508	0.0327878852459016	0.131148540983607	0.0327878852459016	0.0655747704918033	0.19672231147541	0.163935426229508	0.0819682131147541	0.0491813278688525	0.0655747704918033	0.0327878852459016	0.0491813278688525	0.0491813278688525
laughed kids	1e-06	1e-06	0.0178581428571429	1e-06	1e-06	0.0535724285714286	0.0714295714285714	0.0535724285714286	0.160715285714286	0.107143857142857	0.160715285714286	0.0892867142857143	0.178572428571429	0.0178581428571429	0.0178581428571429	0.0714295714285714
laughed lawyers	0.0476200476190476	0.0317470317460317	1e-06	0.0317470317460317	0.0158740158730159	0.0476200476190476	0.0158740158730159	0.0793660793650794	0.222223222222222	0.0952390952380952	0.126985126984127	0.126985126984127	0.0793660793650794	0.0317470317460317	0.0158740158730159	0.0317470317460317
lit up cd-players	1e-06	0.015626	0.015626	0.015626	1e-06	0.015626	1e-06	0.015626	0.046876	0.031251	0.062501	0.015626	0.109376	0.062501	0.125001	0.468751
lit up computers	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0169501525423729	0.0508484576271186	0.0508484576271186	0.0169501525423729	0.0169501525423729	0.0169501525423729	0.0169501525423729	0.0508484576271186	0.101695915254237	0.661017949152542
lit up flashlights	1e-06	1e-06	1e-06	1e-06	0.0175448596491228	1e-06	1e-06	0.0350887192982456	0.0175448596491228	0.0350887192982456	0.105264157894737	0.087720298245614	0.087720298245614	0.0701764385964912	0.0701764385964912	0.473685210526316
melted crayons	1e-06	0.0166676666666667	1e-06	1e-06	0.0166676666666667	1e-06	0.0166676666666667	1e-06	1e-06	0.0333343333333333	0.050001	0.0166676666666667	0.0833343333333333	0.0833343333333333	0.050001	0.633334333333333
melted ice cubes	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0350887192982456	0.0175448596491228	0.0350887192982456	0.0175448596491228	0.0175448596491228	1e-06	0.0175448596491228	0.0175448596491228	0.842106263157895
melted pencils	0.73015973015873	1e-06	0.0158740158730159	0.0158740158730159	0.0476200476190476	0.0317470317460317	0.0317470317460317	1e-06	1e-06	1e-06	0.0158740158730159	0.0158740158730159	1e-06	0.0158740158730159	1e-06	0.0793660793650794
popped balloons	1e-06	1e-06	1e-06	1e-06	1e-06	0.0175448596491228	1e-06	0.0175448596491228	1e-06	1e-06	0.0350887192982456	1e-06	0.0175448596491228	0.0175448596491228	0.105264157894737	0.789474684210526
popped bubbles	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.050001	1e-06	0.0166676666666667	0.0166676666666667	0.0166676666666667	0.0666676666666667	0.833334333333333
popped eggs	0.222223222222222	1e-06	0.0476200476190476	1e-06	1e-06	0.0317470317460317	0.0317470317460317	0.0476200476190476	0.0476200476190476	0.0158740158730159	0.0634930634920635	0.0952390952380952	0.0476200476190476	0.0158740158730159	0.0952390952380952	0.238096238095238
ran out of batteries bike lights	0.0317470317460317	1e-06	1e-06	0.0317470317460317	1e-06	0.0158740158730159	0.0634930634920635	0.0317470317460317	0.0476200476190476	0.0476200476190476	0.0317470317460317	0.111112111111111	0.0476200476190476	0.0634930634920635	0.0476200476190476	0.428572428571429
ran out of batteries laptops	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0212775957446809	0.0425541914893617	0.0425541914893617	0.0638307872340425	0.0638307872340425	1e-06	0.0638307872340425	0.0425541914893617	0.127660574468085	0.531915893617021
ran out of batteries phones	0.0285724285714286	1e-06	0.0142867142857143	0.0714295714285714	0.0714295714285714	0.0428581428571429	0.0142867142857143	0.0571438571428571	0.0857152857142857	0.0571438571428571	0.0857152857142857	0.0714295714285714	0.114286714285714	0.0428581428571429	0.0285724285714286	0.214286714285714
reflected the sunlight diamonds	0.0263167894736842	1e-06	1e-06	1e-06	1e-06	1e-06	0.0131588947368421	0.0263167894736842	1e-06	1e-06	1e-06	1e-06	0.0526325789473684	0.0263167894736842	0.0131588947368421	0.842106263157895
reflected the sunlight mirrors	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0204091632653061	0.0204091632653061	0.0204091632653061	1e-06	0.0408173265306122	0.0816336530612245	0.0816336530612245	0.0204091632653061	0.0204091632653061	0.693878551020408
reflected the sunlight phone screens	0.0188689245283019	1e-06	1e-06	1e-06	0.0188689245283019	1e-06	0.0188689245283019	0.0188689245283019	0.0188689245283019	1e-06	0.0754726981132075	1e-06	0.0754726981132075	1e-06	0.0566047735849057	0.69811420754717
rhymed limericks	1e-06	1e-06	1e-06	1e-06	0.0422545211267606	0.028170014084507	0.0422545211267606	0.0422545211267606	0.0140855070422535	0.0563390281690141	0.0704235352112676	0.0422545211267606	0.0704235352112676	0.0422545211267606	0.0563390281690141	0.492958746478873
rhymed poems	0.0175448596491228	1e-06	0.0175448596491228	1e-06	0.0175448596491228	0.0350887192982456	0.0526325789473684	0.105264157894737	0.12280801754386	0.0701764385964912	0.12280801754386	0.0350887192982456	0.105264157894737	0.105264157894737	0.0175448596491228	0.175439596491228
rhymed songs	1e-06	1e-06	0.040001	0.060001	0.040001	0.020001	0.040001	0.100001	0.180001	0.040001	0.060001	0.080001	0.120001	0.060001	0.080001	0.080001
ripped books	1e-06	0.020001	1e-06	0.020001	1e-06	0.040001	1e-06	1e-06	1e-06	0.020001	0.060001	0.100001	0.080001	0.080001	0.020001	0.560001
ripped shirts	1e-06	1e-06	0.0178581428571429	1e-06	0.0535724285714286	0.0357152857142857	0.0178581428571429	0.0178581428571429	0.107143857142857	0.0535724285714286	0.125001	0.0357152857142857	0.0892867142857143	0.107143857142857	0.0892867142857143	0.250001
ripped shoes	0.0136996301369863	1e-06	0.0136996301369863	0.0273982602739726	0.0136996301369863	0.0410968904109589	0.0273982602739726	0.0547955205479452	0.123288671232877	0.0410968904109589	0.136987301369863	0.0547955205479452	0.123288671232877	0.0547955205479452	0.0273982602739726	0.246576342465753
rolled shopping carts	0.015626	1e-06	1e-06	0.015626	1e-06	0.015626	1e-06	0.015626	0.031251	0.031251	1e-06	0.031251	0.078126	0.015626	0.140626	0.609376
rolled toy cars	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	0.0166676666666667	0.0333343333333333	0.0166676666666667	0.0333343333333333	0.050001	0.0666676666666667	0.116667666666667	0.050001	0.050001	0.566667666666667
rolled wheelchairs	1e-06	0.0181828181818182	1e-06	1e-06	1e-06	1e-06	1e-06	0.0363646363636364	1e-06	1e-06	0.0181828181818182	1e-06	1e-06	0.0181828181818182	0.0545464545454545	0.854546454545455
sank balloons	0.746269656716418	0.0597024925373134	0.0597024925373134	0.0149263731343284	0.0149263731343284	1e-06	0.0149263731343284	0.0149263731343284	1e-06	1e-06	0.0149263731343284	1e-06	0.0298517462686567	1e-06	1e-06	0.0298517462686567
sank cups	0.288136593220339	0.0338993050847458	0.0338993050847458	0.0677976101694915	0.0169501525423729	0.0169501525423729	0.0508484576271186	0.0677976101694915	0.0847467627118644	0.0169501525423729	0.0508484576271186	0.0338993050847458	0.0847467627118644	1e-06	1e-06	0.152543372881356
sank marbles	1e-06	0.0188689245283019	1e-06	1e-06	1e-06	1e-06	1e-06	0.0188689245283019	0.0188689245283019	0.0377368490566038	0.0566047735849057	1e-06	1e-06	1e-06	0.0188689245283019	0.830189679245283
stopped bicycles	0.0185195185185185	1e-06	1e-06	1e-06	1e-06	0.0185195185185185	0.0185195185185185	1e-06	0.0185195185185185	0.0185195185185185	1e-06	0.0185195185185185	0.037038037037037	0.0555565555555556	0.148149148148148	0.648149148148148
stopped cars	0.0158740158730159	1e-06	1e-06	1e-06	1e-06	0.0158740158730159	1e-06	0.0476200476190476	0.0158740158730159	0.0317470317460317	0.0317470317460317	1e-06	0.0158740158730159	1e-06	0.0476200476190476	0.777778777777778
stopped motorcycles	0.032259064516129	0.0161300322580645	1e-06	1e-06	1e-06	1e-06	1e-06	0.0161300322580645	0.0161300322580645	0.0161300322580645	0.032259064516129	1e-06	0.0161300322580645	0.0161300322580645	0.161291322580645	0.67742035483871
stuck beads	1e-06	1e-06	1e-06	0.0222232222222222	1e-06	0.0222232222222222	1e-06	0.0222232222222222	0.0222232222222222	0.0888898888888889	0.0444454444444444	0.111112111111111	0.0666676666666667	0.155556555555556	0.0888898888888889	0.355556555555556
stuck sequins	1e-06	1e-06	1e-06	0.0163944426229508	0.0163944426229508	0.0163944426229508	0.0163944426229508	1e-06	1e-06	0.0327878852459016	0.0655747704918033	0.0819682131147541	0.0983616557377049	0.0819682131147541	0.147541983606557	0.426230508196721
stuck stickers	0.0138898888888889	1e-06	1e-06	1e-06	1e-06	1e-06	0.0138898888888889	0.0138898888888889	1e-06	1e-06	0.0138898888888889	0.0694454444444444	0.0555565555555556	0.0555565555555556	0.0555565555555556	0.708334333333333
stuck to the wall baseballs	0.750001	0.0166676666666667	0.0166676666666667	1e-06	1e-06	1e-06	1e-06	0.0166676666666667	0.0666676666666667	0.050001	0.0333343333333333	0.0166676666666667	1e-06	1e-06	1e-06	0.0333343333333333
stuck to the wall cakes	0.160001	0.100001	0.100001	0.080001	0.160001	0.080001	0.020001	0.040001	0.080001	1e-06	1e-06	0.040001	0.040001	0.020001	0.020001	0.060001
stuck to the wall pieces of gum	0.0579720144927536	0.0289865072463768	0.072464768115942	0.0434792608695652	0.0434792608695652	0.101450275362319	0.101450275362319	0.0579720144927536	0.101450275362319	0.115943028985507	0.0869575217391304	0.0434792608695652	1e-06	0.0289865072463768	0.0144937536231884	0.101450275362319
were green bananas	0.0566047735849057	1e-06	0.0754726981132075	0.0566047735849057	0.0943406226415094	0.30188779245283	0.113208547169811	0.0566047735849057	0.150944396226415	1e-06	0.0566047735849057	0.0188689245283019	0.0188689245283019	1e-06	1e-06	1e-06
were green clovers	1e-06	1e-06	1e-06	1e-06	1e-06	0.0161300322580645	0.0161300322580645	1e-06	1e-06	0.032259064516129	1e-06	0.032259064516129	1e-06	0.0483880967741935	0.0645171290322581	0.790323580645161
were green strawberries	0.343751	0.062501	0.078126	0.078126	0.062501	0.062501	0.062501	0.109376	0.078126	0.015626	1e-06	0.015626	1e-06	0.015626	1e-06	0.015626
